County,Year,State,Deaths,State_Name,Population,Death_Ratio_per_100000
Adams County,2009,PA,12,Pennsylvania,101252,11.85161775
Adams County,2010,PA,10,Pennsylvania,101407,9.861252182
Adams County,2012,OH,10,Ohio,28288,35.35067873
Adams County,2014,OH,10,Ohio,28060,35.63791875
Adams County,2015,OH,13,Ohio,27919,46.56327232
Alachua County,2003,FL,11,Florida,227022,4.845345385
Alachua County,2007,FL,17,Florida,242685,7.004965284
Alachua County,2009,FL,15,Florida,246657,6.081319403
Alachua County,2010,FL,15,Florida,247336,6.06462464
Alachua County,2011,FL,14,Florida,249879,5.602711712
Alachua County,2012,FL,14,Florida,251596,5.564476383
Alachua County,2013,FL,12,Florida,252585,4.750875943
Alachua County,2014,FL,19,Florida,255606,7.433315337
Alachua County,2015,FL,23,Florida,259215,8.87294331
Alamance County,2005,NC,11,North Carolina,139311,7.896002469
Alamance County,2006,NC,10,North Carolina,141462,7.069036208
Alamance County,2007,NC,11,North Carolina,144712,7.60130466
Alamance County,2008,NC,19,North Carolina,147704,12.86356497
Alamance County,2009,NC,20,North Carolina,149954,13.33742348
Alamance County,2011,NC,16,North Carolina,152712,10.4772382
Alamance County,2012,NC,19,North Carolina,153299,12.39407954
Alamance County,2013,NC,15,North Carolina,154209,9.727058732
Alamance County,2014,NC,16,North Carolina,155439,10.293427
Alamance County,2015,NC,14,North Carolina,157104,8.911294429
Alexander County,2009,NC,11,North Carolina,37053,29.68720481
Alexander County,2015,NC,11,North Carolina,36960,29.76190476
Alexandria city,2009,VA,12,Virginia,137523,8.725813137
Alexandria city,2015,VA,11,Virginia,153859,7.149403025
Allegan County,2007,MI,17,Michigan,111427,15.25662541
Allegan County,2009,MI,12,Michigan,111252,10.78632294
Allegan County,2013,MI,10,Michigan,112020,8.926977325
Allegan County,2014,MI,21,Michigan,113361,18.52488951
Allegheny County,2003,PA,197,Pennsylvania,1258420,15.65455094
Allegheny County,2004,PA,195,Pennsylvania,1247531,15.6308741
Allegheny County,2005,PA,207,Pennsylvania,1234787,16.76402489
Allegheny County,2006,PA,137,Pennsylvania,1226025,11.17432353
Allegheny County,2007,PA,195,Pennsylvania,1222482,15.95115511
Allegheny County,2008,PA,222,Pennsylvania,1221071,18.18076099
Allegheny County,2009,PA,217,Pennsylvania,1222171,17.75528956
Allegheny County,2010,PA,231,Pennsylvania,1223348,18.8826074
Allegheny County,2011,PA,241,Pennsylvania,1228437,19.61842569
Allegheny County,2012,PA,276,Pennsylvania,1231129,22.41844681
Allegheny County,2013,PA,264,Pennsylvania,1233999,21.3938585
Allegheny County,2014,PA,314,Pennsylvania,1233417,25.45773246
Allegheny County,2015,PA,414,Pennsylvania,1229342,33.67655217
Allen County,2012,OH,14,Ohio,105251,13.30153633
Allen County,2013,OH,15,Ohio,105071,14.27606095
Allen County,2014,OH,12,Ohio,104886,11.44099308
Allen County,2015,OH,18,Ohio,104141,17.28425884
Anderson County,2004,TX,11,Texas,56245,19.55729398
Anderson County,2006,TX,10,Texas,57386,17.425853
Anderson County,2008,TX,10,Texas,57963,17.25238514
Aransas County,2006,TX,10,Texas,23395,42.74417611
Arlington County,2015,VA,14,Virginia,228887,6.116555331
Armstrong County,2006,PA,14,Pennsylvania,70030,19.99143224
Armstrong County,2010,PA,13,Pennsylvania,68941,18.85670356
Armstrong County,2011,PA,15,Pennsylvania,68661,21.84646306
Armstrong County,2012,PA,14,Pennsylvania,68223,20.52093869
Armstrong County,2013,PA,14,Pennsylvania,68015,20.58369477
Armstrong County,2014,PA,17,Pennsylvania,67631,25.13640195
Armstrong County,2015,PA,26,Pennsylvania,66913,38.85642551
Ashtabula County,2008,OH,10,Ohio,101826,9.820674484
Ashtabula County,2010,OH,18,Ohio,101497,17.73451432
Ashtabula County,2011,OH,18,Ohio,101100,17.8041543
Ashtabula County,2012,OH,26,Ohio,100274,25.92895466
Ashtabula County,2013,OH,15,Ohio,99779,15.03322342
Ashtabula County,2014,OH,27,Ohio,99064,27.25510781
Ashtabula County,2015,OH,22,Ohio,98443,22.3479577
Athens County,2007,OH,13,Ohio,64102,20.28017847
Athens County,2011,OH,12,Ohio,65092,18.43544522
Athens County,2012,OH,10,Ohio,64633,15.47197252
Augusta County,2009,VA,15,Virginia,73844,20.31309247
Augusta County,2012,VA,11,Virginia,73599,14.94585524
Barnstable County,2003,MA,21,Massachusetts,226011,9.291583153
Barnstable County,2004,MA,21,Massachusetts,224264,9.3639639
Barnstable County,2005,MA,20,Massachusetts,221995,9.009211919
Barnstable County,2006,MA,28,Massachusetts,220037,12.72513259
Barnstable County,2007,MA,37,Massachusetts,218380,16.94294349
Barnstable County,2008,MA,26,Massachusetts,217066,11.97792377
Barnstable County,2009,MA,25,Massachusetts,215994,11.57439559
Barnstable County,2010,MA,24,Massachusetts,215888,11.11687542
Barnstable County,2011,MA,18,Massachusetts,215389,8.356972733
Barnstable County,2012,MA,20,Massachusetts,214854,9.308646802
Barnstable County,2013,MA,41,Massachusetts,214609,19.10451099
Barnstable County,2014,MA,48,Massachusetts,214398,22.38826855
Barnstable County,2015,MA,62,Massachusetts,214015,28.96993201
Barrow County,2006,GA,10,Georgia,61395,16.28797133
Barrow County,2008,GA,10,Georgia,67362,14.84516493
Barrow County,2010,GA,12,Georgia,69367,17.29929217
Barrow County,2012,GA,10,Georgia,70128,14.25963952
Barrow County,2014,GA,11,Georgia,72843,15.10097058
Bartow County,2004,GA,13,Georgia,87834,14.80064667
Bartow County,2008,GA,14,Georgia,98415,14.22547376
Bartow County,2010,GA,20,Georgia,100157,19.96864922
Bartow County,2011,GA,17,Georgia,100110,16.98132055
Bartow County,2012,GA,13,Georgia,100241,12.96874532
Bartow County,2014,GA,16,Georgia,101251,15.80231306
Bartow County,2015,GA,18,Georgia,102063,17.6361659
Bastrop County,2013,TX,10,Texas,75809,13.19104592
Bay County,2003,FL,21,Florida,155044,13.54454219
Bay County,2004,FL,18,Florida,158804,11.33472708
Bay County,2005,FL,17,Florida,162917,10.43476126
Bay County,2006,FL,21,Florida,165644,12.67779093
Bay County,2006,MI,13,Michigan,108711,11.95831149
Bay County,2007,FL,30,Florida,165345,18.14388098
Bay County,2007,MI,12,Michigan,108132,11.09754744
Bay County,2008,FL,23,Florida,166267,13.83317195
Bay County,2008,MI,17,Michigan,108320,15.69423929
Bay County,2009,FL,18,Florida,167464,10.7485788
Bay County,2009,MI,14,Michigan,107913,12.97341377
Bay County,2010,FL,22,Florida,168852,13.02916163
Bay County,2010,MI,11,Michigan,107771,10.20682744
Bay County,2011,MI,20,Michigan,107423,18.61798684
Bay County,2012,FL,15,Florida,171818,8.730167968
Bay County,2012,MI,21,Michigan,106980,19.62983735
Bay County,2013,FL,19,Florida,174704,10.87553805
Bay County,2013,MI,17,Michigan,106817,15.9150697
Bay County,2014,FL,22,Florida,178435,12.32941968
Bay County,2014,MI,13,Michigan,106073,12.25571069
Bay County,2015,FL,25,Florida,181678,13.76060943
Bay County,2015,MI,21,Michigan,105271,19.94851384
Beaver County,2003,PA,20,Pennsylvania,177523,11.2661458
Beaver County,2004,PA,18,Pennsylvania,176395,10.20437087
Beaver County,2005,PA,14,Pennsylvania,174820,8.008237044
Beaver County,2006,PA,17,Pennsylvania,173259,9.811900103
Beaver County,2007,PA,20,Pennsylvania,172161,11.61703289
Beaver County,2008,PA,18,Pennsylvania,171336,10.50567306
Beaver County,2009,PA,26,Pennsylvania,170524,15.24712064
Beaver County,2010,PA,24,Pennsylvania,170539,14.07302728
Beaver County,2011,PA,33,Pennsylvania,170330,19.37415605
Beaver County,2012,PA,31,Pennsylvania,170091,18.22553809
Beaver County,2013,PA,41,Pennsylvania,169770,24.15032102
Beaver County,2014,PA,34,Pennsylvania,169033,20.11441553
Beaver County,2015,PA,34,Pennsylvania,168311,20.20069989
Bedford County,2003,PA,11,Pennsylvania,49812,22.0830322
Bedford County,2009,PA,11,Pennsylvania,49889,22.04894867
Bedford County,2013,VA,11,Virginia,76189,14.43777973
Bell County,2005,TX,10,Texas,266017,3.759158249
Bell County,2006,TX,10,Texas,273771,3.65268783
Bell County,2007,TX,10,Texas,287752,3.475214768
Bell County,2009,TX,11,Texas,301050,3.653878093
Bell County,2010,TX,22,Texas,310235,7.091398456
Bell County,2011,TX,20,Texas,315915,6.330816834
Bell County,2012,TX,26,Texas,325138,7.996604519
Bell County,2013,TX,19,Texas,327254,5.805887781
Bell County,2014,TX,17,Texas,330436,5.144717888
Bell County,2015,TX,23,Texas,336434,6.836407735
Belmont County,2012,OH,10,Ohio,69728,14.34144103
Belmont County,2014,OH,14,Ohio,69403,20.17203867
Belmont County,2015,OH,18,Ohio,69018,26.080153
Benton County,2003,WA,10,Washington,153596,6.510586213
Benton County,2004,WA,12,Washington,155689,7.707673631
Benton County,2005,WA,13,Washington,157726,8.242141435
Benton County,2006,WA,16,Washington,159564,10.02732446
Benton County,2007,WA,17,Washington,161669,10.51531215
Benton County,2008,WA,10,Washington,166573,6.003373896
Benton County,2009,WA,17,Washington,171122,9.934432744
Benton County,2010,WA,10,Washington,175177,5.708511962
Benton County,2011,WA,16,Washington,180449,8.866771221
Benton County,2012,WA,16,Washington,182400,8.771929825
Benton County,2013,WA,18,Washington,184362,9.763400267
Benton County,2014,WA,20,Washington,186535,10.72184845
Benton County,2015,WA,28,Washington,190282,14.71500194
Berks County,2003,PA,27,Pennsylvania,385846,6.997610446
Berks County,2004,PA,22,Pennsylvania,390848,5.628786638
Berks County,2005,PA,27,Pennsylvania,395933,6.819335595
Berks County,2006,PA,29,Pennsylvania,401834,7.216910466
Berks County,2007,PA,30,Pennsylvania,405223,7.403331005
Berks County,2008,PA,38,Pennsylvania,407737,9.319733063
Berks County,2009,PA,52,Pennsylvania,409904,12.68589719
Berks County,2010,PA,49,Pennsylvania,411442,11.90933351
Berks County,2011,PA,65,Pennsylvania,413027,15.73746995
Berks County,2012,PA,40,Pennsylvania,413552,9.672302395
Berks County,2013,PA,43,Pennsylvania,413975,10.38710067
Berks County,2014,PA,58,Pennsylvania,414632,13.9883077
Berks County,2015,PA,42,Pennsylvania,415218,10.11516842
Berkshire County,2005,MA,18,Massachusetts,132563,13.57844949
Berkshire County,2007,MA,15,Massachusetts,131883,11.37371761
Berkshire County,2008,MA,10,Massachusetts,131372,7.61197211
Berkshire County,2009,MA,16,Massachusetts,131264,12.18917601
Berkshire County,2010,MA,10,Massachusetts,131219,7.620847591
Berkshire County,2011,MA,12,Massachusetts,130565,9.190824494
Berkshire County,2012,MA,16,Massachusetts,130321,12.27737663
Berkshire County,2013,MA,19,Massachusetts,129542,14.66705779
Berkshire County,2014,MA,24,Massachusetts,128928,18.61504095
Berkshire County,2015,MA,32,Massachusetts,127950,25.00976944
Berrien County,2005,MI,15,Michigan,158510,9.463125355
Berrien County,2006,MI,21,Michigan,157537,13.33020179
Berrien County,2007,MI,15,Michigan,157378,9.531192416
Berrien County,2008,MI,15,Michigan,157380,9.531071292
Berrien County,2009,MI,21,Michigan,157059,13.37077149
Berrien County,2010,MI,17,Michigan,156813,10.84093793
Berrien County,2011,MI,19,Michigan,156911,12.10877504
Berrien County,2012,MI,17,Michigan,156669,10.85090222
Berrien County,2013,MI,16,Michigan,156205,10.24294997
Berrien County,2014,MI,31,Michigan,156074,19.86237298
Berrien County,2015,MI,30,Michigan,155136,19.33787129
Bexar County,2003,TX,109,Texas,1469623,7.416868136
Bexar County,2004,TX,127,Texas,1500919,8.461482598
Bexar County,2005,TX,166,Texas,1529270,10.85485232
Bexar County,2006,TX,160,Texas,1573935,10.16560404
Bexar County,2007,TX,104,Texas,1615210,6.438791241
Bexar County,2008,TX,157,Texas,1651709,9.505306322
Bexar County,2009,TX,197,Texas,1685628,11.6870389
Bexar County,2010,TX,186,Texas,1714773,10.84691676
Bexar County,2011,TX,263,Texas,1755360,14.98268162
Bexar County,2012,TX,193,Texas,1788768,10.78954901
Bexar County,2013,TX,175,Texas,1821354,9.60823651
Bexar County,2014,TX,181,Texas,1857977,9.741778289
Bexar County,2015,TX,190,Texas,1894811,10.02738532
Bibb County,2003,GA,13,Georgia,153697,8.458200225
Bibb County,2004,GA,11,Georgia,154159,7.135489981
Bibb County,2005,GA,24,Georgia,154003,15.584112
Bibb County,2007,GA,12,Georgia,154286,7.777763375
Bibb County,2008,GA,14,Georgia,154384,9.068297233
Bibb County,2009,GA,12,Georgia,155154,7.734251131
Bibb County,2010,GA,12,Georgia,155547,7.714710023
Bibb County,2011,GA,17,Georgia,156297,10.87672828
Bibb County,2012,GA,10,Georgia,156701,6.381580207
Bibb County,2013,GA,14,Georgia,155138,9.024223594
Bibb County,2014,GA,11,Georgia,154447,7.122184309
Bibb County,2015,GA,14,Georgia,154068,9.086896695
Blair County,2003,PA,21,Pennsylvania,127353,16.48959977
Blair County,2004,PA,12,Pennsylvania,127194,9.434407283
Blair County,2005,PA,21,Pennsylvania,126730,16.57066204
Blair County,2006,PA,18,Pennsylvania,127002,14.17300515
Blair County,2007,PA,13,Pennsylvania,127048,10.23235313
Blair County,2008,PA,19,Pennsylvania,127112,14.94744792
Blair County,2009,PA,17,Pennsylvania,127161,13.36887882
Blair County,2011,PA,22,Pennsylvania,126990,17.32419876
Blair County,2012,PA,18,Pennsylvania,126569,14.22149183
Blair County,2013,PA,16,Pennsylvania,125869,12.71162876
Blair County,2014,PA,19,Pennsylvania,125309,15.16251825
Blair County,2015,PA,35,Pennsylvania,124637,28.08154882
Boone County,2003,MO,11,Missouri,143019,7.691285773
Boone County,2004,MO,12,Missouri,145348,8.256047555
Boone County,2005,MO,11,Missouri,148786,7.393168712
Boone County,2006,MO,17,Missouri,152784,11.12681956
Boone County,2007,MO,15,Missouri,155666,9.636015572
Boone County,2008,MO,19,Missouri,158089,12.01854651
Boone County,2009,MO,21,Missouri,160565,13.07881543
Boone County,2010,MO,22,Missouri,162642,13.52664133
Boone County,2011,MO,19,Missouri,166287,11.42602849
Boone County,2012,MO,16,Missouri,168868,9.474856101
Boone County,2013,MO,18,Missouri,171060,10.52262364
Boone County,2014,MO,12,Missouri,172920,6.93962526
Boone County,2015,MO,18,Missouri,174563,10.31146348
Brazoria County,2003,TX,13,Texas,261269,4.975714685
Brazoria County,2004,TX,19,Texas,268051,7.088203364
Brazoria County,2005,TX,31,Texas,274336,11.30001166
Brazoria County,2006,TX,27,Texas,284248,9.498747573
Brazoria County,2007,TX,22,Texas,293296,7.500954667
Brazoria County,2008,TX,24,Texas,301336,7.964531287
Brazoria County,2009,TX,37,Texas,309236,11.96497174
Brazoria County,2010,TX,24,Texas,313166,7.663667192
Brazoria County,2011,TX,36,Texas,319214,11.27770085
Brazoria County,2012,TX,36,Texas,324295,11.10100372
Brazoria County,2013,TX,26,Texas,329961,7.879719118
Brazoria County,2014,TX,20,Texas,337632,5.923609137
Brazoria County,2015,TX,29,Texas,345295,8.398615676
Brazos County,2008,TX,10,Texas,185098,5.402543517
Brazos County,2010,TX,11,Texas,194851,5.645339259
Brazos County,2011,TX,19,Texas,197481,9.621178746
Brazos County,2014,TX,20,Texas,209039,9.56759265
Brazos County,2015,TX,17,Texas,216339,7.858037617
Brevard County,2003,FL,97,Florida,504847,19.21374199
Brevard County,2004,FL,111,Florida,518722,21.39874538
Brevard County,2005,FL,119,Florida,529907,22.45677072
Brevard County,2006,FL,107,Florida,535138,19.99484245
Brevard County,2007,FL,104,Florida,539719,19.26928642
Brevard County,2008,FL,121,Florida,542378,22.30916446
Brevard County,2009,FL,135,Florida,542109,24.90274096
Brevard County,2010,FL,135,Florida,543376,24.84467477
Brevard County,2011,FL,123,Florida,544442,22.59193817
Brevard County,2012,FL,113,Florida,547119,20.65364208
Brevard County,2013,FL,106,Florida,550478,19.25599207
Brevard County,2014,FL,111,Florida,555838,19.96984733
Brevard County,2015,FL,155,Florida,566133,27.37872549
Bristol County,2003,MA,99,Massachusetts,546281,18.12254133
Bristol County,2004,MA,94,Massachusetts,545988,17.2164956
Bristol County,2005,MA,79,Massachusetts,545437,14.48379923
Bristol County,2006,MA,112,Massachusetts,544487,20.56982077
Bristol County,2007,MA,87,Massachusetts,545288,15.95487155
Bristol County,2008,MA,89,Massachusetts,546456,16.28676417
Bristol County,2009,MA,69,Massachusetts,547324,12.60679232
Bristol County,2010,MA,103,Massachusetts,548285,18.78585042
Bristol County,2011,MA,101,Massachusetts,549355,18.38519719
Bristol County,2012,MA,101,Massachusetts,551204,18.3235245
Bristol County,2013,MA,128,Massachusetts,552495,23.16763048
Bristol County,2014,MA,159,Massachusetts,555212,28.63770956
Bristol County,2015,MA,166,Massachusetts,557104,29.79694994
Broward County,2003,FL,230,Florida,1707543,13.46964615
Broward County,2004,FL,272,Florida,1725461,15.7639031
Broward County,2005,FL,277,Florida,1746896,15.85669668
Broward County,2006,FL,258,Florida,1739348,14.83314437
Broward County,2007,FL,262,Florida,1720825,15.22525533
Broward County,2008,FL,313,Florida,1723633,18.15931814
Broward County,2009,FL,305,Florida,1733310,17.59639072
Broward County,2010,FL,262,Florida,1748066,14.98799244
Broward County,2011,FL,233,Florida,1787096,13.03791179
Broward County,2012,FL,228,Florida,1814468,12.56566663
Broward County,2013,FL,199,Florida,1836869,10.83365226
Broward County,2014,FL,220,Florida,1861259,11.81995628
Broward County,2015,FL,279,Florida,1885435,14.79764617
Brown County,2008,OH,12,Ohio,44668,26.86486971
Brown County,2010,OH,16,Ohio,44846,35.67765241
Brown County,2011,OH,11,Ohio,44632,24.64599391
Brown County,2012,OH,13,Ohio,44289,29.35266093
Brown County,2013,OH,17,Ohio,44125,38.52691218
Brown County,2014,OH,17,Ohio,43950,38.68031854
Brown County,2015,OH,25,Ohio,43717,57.18599172
Brunswick County,2003,NC,10,North Carolina,80584,12.4094113
Brunswick County,2004,NC,11,North Carolina,83327,13.20100328
Brunswick County,2005,NC,17,North Carolina,87846,19.3520479
Brunswick County,2006,NC,17,North Carolina,93938,18.09704273
Brunswick County,2008,NC,15,North Carolina,103257,14.52686016
Brunswick County,2009,NC,25,North Carolina,105777,23.63462757
Brunswick County,2010,NC,20,North Carolina,107431,18.61660042
Brunswick County,2011,NC,29,North Carolina,110196,26.31674471
Brunswick County,2012,NC,25,North Carolina,112039,22.31365864
Brunswick County,2013,NC,28,North Carolina,114977,24.35269663
Brunswick County,2014,NC,20,North Carolina,118382,16.89446031
Brunswick County,2015,NC,28,North Carolina,122322,22.89040402
Buchanan County,2005,VA,10,Virginia,25315,39.50227138
Buchanan County,2008,VA,13,Virginia,24371,53.34208691
Buchanan County,2009,MO,10,Missouri,89233,11.20661639
Buchanan County,2011,VA,10,Virginia,23835,41.95510803
Buchanan County,2012,VA,13,Virginia,23835,54.54164044
Buchanan County,2013,MO,13,Missouri,89871,14.46517787
Buchanan County,2014,MO,11,Missouri,89649,12.27007552
Bucks County,2003,PA,69,Pennsylvania,610174,11.30824978
Bucks County,2004,PA,65,Pennsylvania,613763,10.59040705
Bucks County,2005,PA,70,Pennsylvania,616302,11.35806796
Bucks County,2006,PA,90,Pennsylvania,619544,14.52681327
Bucks County,2007,PA,67,Pennsylvania,621336,10.78321552
Bucks County,2008,PA,85,Pennsylvania,623297,13.63715853
Bucks County,2009,PA,91,Pennsylvania,624648,14.56820481
Bucks County,2010,PA,93,Pennsylvania,625249,14.87407417
Bucks County,2011,PA,135,Pennsylvania,626164,21.55984694
Bucks County,2012,PA,105,Pennsylvania,625603,16.78380698
Bucks County,2013,PA,141,Pennsylvania,625325,22.5482749
Bucks County,2014,PA,137,Pennsylvania,625618,21.89834691
Bucks County,2015,PA,136,Pennsylvania,625670,21.73669826
Buncombe County,2003,NC,22,North Carolina,214982,10.23341489
Buncombe County,2004,NC,31,North Carolina,218139,14.21112227
Buncombe County,2005,NC,35,North Carolina,221642,15.7912309
Buncombe County,2006,NC,22,North Carolina,226524,9.711995197
Buncombe County,2007,NC,27,North Carolina,230766,11.7001638
Buncombe County,2008,NC,19,North Carolina,233772,8.127577298
Buncombe County,2009,NC,17,North Carolina,236349,7.19275309
Buncombe County,2010,NC,21,North Carolina,238318,8.811755721
Buncombe County,2011,NC,35,North Carolina,241226,14.50921542
Buncombe County,2012,NC,25,North Carolina,243761,10.25594742
Buncombe County,2013,NC,27,North Carolina,246952,10.93329878
Buncombe County,2014,NC,28,North Carolina,249265,11.23302509
Buncombe County,2015,NC,37,North Carolina,252160,14.67322335
Burke County,2003,NC,10,North Carolina,89493,11.17405831
Burke County,2004,NC,17,North Carolina,89394,19.01693626
Burke County,2005,NC,14,North Carolina,89526,15.63791524
Burke County,2006,NC,20,North Carolina,89903,22.24619868
Burke County,2007,NC,25,North Carolina,90146,27.73278903
Burke County,2008,NC,23,North Carolina,90788,25.33374455
Burke County,2009,NC,17,North Carolina,91178,18.64484854
Burke County,2010,NC,19,North Carolina,90912,20.89933122
Burke County,2011,NC,16,North Carolina,90533,17.67311367
Burke County,2012,NC,22,North Carolina,89965,24.45395432
Burke County,2013,NC,29,North Carolina,89348,32.45735775
Burke County,2014,NC,23,North Carolina,89292,25.75818662
Burke County,2015,NC,31,North Carolina,89337,34.70006828
Butler County,2003,OH,22,Ohio,343022,6.413582802
Butler County,2003,PA,13,Pennsylvania,178289,7.291532287
Butler County,2004,OH,21,Ohio,346655,6.057896179
Butler County,2004,PA,12,Pennsylvania,178912,6.707208013
Butler County,2005,OH,30,Ohio,350732,8.553539455
Butler County,2005,PA,10,Pennsylvania,179522,5.570347924
Butler County,2006,OH,46,Ohio,356691,12.89631642
Butler County,2006,PA,13,Pennsylvania,181009,7.181963328
Butler County,2007,OH,45,Ohio,361192,12.4587477
Butler County,2007,PA,17,Pennsylvania,181690,9.3565964
Butler County,2008,OH,55,Ohio,364179,15.10246335
Butler County,2008,PA,14,Pennsylvania,182673,7.663967855
Butler County,2009,MO,12,Missouri,42683,28.11423752
Butler County,2009,OH,66,Ohio,366633,18.00165288
Butler County,2009,PA,17,Pennsylvania,183337,9.272541822
Butler County,2010,OH,73,Ohio,368130,19.82995138
Butler County,2010,PA,19,Pennsylvania,183862,10.33383733
Butler County,2011,MO,15,Missouri,42996,34.88696623
Butler County,2011,OH,80,Ohio,370164,21.61204223
Butler County,2011,PA,27,Pennsylvania,184766,14.61307816
Butler County,2012,OH,90,Ohio,370628,24.28310867
Butler County,2012,PA,22,Pennsylvania,185016,11.89086349
Butler County,2013,OH,120,Ohio,371497,32.30174133
Butler County,2013,PA,37,Pennsylvania,185185,19.98001998
Butler County,2014,MO,13,Missouri,42870,30.32423606
Butler County,2014,OH,151,Ohio,373877,40.38761411
Butler County,2014,PA,34,Pennsylvania,185874,18.29196122
Butler County,2015,OH,194,Ohio,376173,51.57201607
Butler County,2015,PA,52,Pennsylvania,186046,27.95007686
Cabarrus County,2004,NC,17,North Carolina,146429,11.60972212
Cabarrus County,2005,NC,28,North Carolina,150797,18.56800865
Cabarrus County,2006,NC,18,North Carolina,157735,11.41154468
Cabarrus County,2007,NC,17,North Carolina,165717,10.25845266
Cabarrus County,2008,NC,21,North Carolina,171915,12.21533898
Cabarrus County,2009,NC,21,North Carolina,175993,11.93229276
Cabarrus County,2010,NC,20,North Carolina,178011,11.23526074
Cabarrus County,2011,NC,14,North Carolina,181187,7.726823668
Cabarrus County,2012,NC,13,North Carolina,184358,7.05149763
Cabarrus County,2013,NC,27,North Carolina,187265,14.41807065
Cabarrus County,2014,NC,22,North Carolina,191737,11.47405039
Cabarrus County,2015,NC,23,North Carolina,196483,11.70584733
Caldwell County,2004,NC,16,North Carolina,79471,20.13313032
Caldwell County,2005,NC,10,North Carolina,80218,12.46603007
Caldwell County,2006,NC,16,North Carolina,80897,19.77823652
Caldwell County,2007,NC,10,North Carolina,81588,12.25670442
Caldwell County,2008,NC,18,North Carolina,82527,21.81104366
Caldwell County,2009,NC,17,North Carolina,82798,20.53189691
Caldwell County,2011,NC,10,North Carolina,82460,12.12709192
Caldwell County,2012,NC,13,North Carolina,82094,15.83550564
Caldwell County,2014,NC,13,North Carolina,81698,15.91226223
Caldwell County,2015,NC,27,North Carolina,81554,33.1068985
Calhoun County,2003,MI,15,Michigan,138962,10.79431787
Calhoun County,2004,MI,23,Michigan,139443,16.49419476
Calhoun County,2005,MI,14,Michigan,138946,10.07585681
Calhoun County,2006,MI,22,Michigan,138291,15.90848284
Calhoun County,2007,MI,25,Michigan,137582,18.17098167
Calhoun County,2008,MI,21,Michigan,137313,15.29352647
Calhoun County,2009,MI,36,Michigan,136301,26.41213197
Calhoun County,2010,MI,27,Michigan,136146,19.83165132
Calhoun County,2011,MI,28,Michigan,135111,20.72370125
Calhoun County,2012,MI,34,Michigan,134755,25.23097473
Calhoun County,2013,MI,28,Michigan,134782,20.77428737
Calhoun County,2014,MI,26,Michigan,134845,19.28139716
Calhoun County,2015,MI,41,Michigan,134377,30.51117379
Cambria County,2003,PA,20,Pennsylvania,148836,13.43760918
Cambria County,2004,PA,29,Pennsylvania,147886,19.60969936
Cambria County,2005,PA,25,Pennsylvania,146975,17.00969553
Cambria County,2006,PA,29,Pennsylvania,146093,19.85036929
Cambria County,2007,PA,38,Pennsylvania,145283,26.15584755
Cambria County,2008,PA,30,Pennsylvania,144646,20.74029009
Cambria County,2009,PA,33,Pennsylvania,144186,22.88710416
Cambria County,2010,PA,37,Pennsylvania,143679,25.75184961
Cambria County,2011,PA,25,Pennsylvania,142590,17.53278631
Cambria County,2012,PA,30,Pennsylvania,141563,21.19197813
Cambria County,2013,PA,46,Pennsylvania,138858,33.12736753
Cambria County,2014,PA,35,Pennsylvania,137587,25.43844985
Cambria County,2015,PA,53,Pennsylvania,136083,38.94681922
Camden County,2011,GA,10,Georgia,50344,19.86334022
Cameron County,2004,TX,16,Texas,366299,4.368016293
Cameron County,2005,TX,19,Texas,373429,5.087981919
Cameron County,2007,TX,11,Texas,386306,2.847483601
Cameron County,2008,TX,15,Texas,393000,3.816793893
Cameron County,2009,TX,18,Texas,400303,4.49659383
Cameron County,2010,TX,13,Texas,406220,3.200236325
Cameron County,2012,TX,15,Texas,415729,3.608119713
Cameron County,2015,TX,17,Texas,419062,4.056678964
Cape Girardeau County,2007,MO,10,Missouri,73510,13.60359135
Cape Girardeau County,2010,MO,11,Missouri,75674,14.53603616
Carbon County,2005,PA,10,Pennsylvania,62358,16.03643478
Carbon County,2008,PA,12,Pennsylvania,64947,18.476604
Carbon County,2011,PA,12,Pennsylvania,65084,18.43771127
Carbon County,2013,PA,17,Pennsylvania,64545,26.33821365
Carbon County,2014,PA,17,Pennsylvania,64264,26.45337981
Carbon County,2015,PA,14,Pennsylvania,63766,21.95527397
Carroll County,2004,GA,14,Georgia,99774,14.03171167
Carroll County,2005,GA,16,Georgia,102526,15.60579755
Carroll County,2006,GA,14,Georgia,105853,13.22588873
Carroll County,2007,GA,22,Georgia,108947,20.193305
Carroll County,2008,GA,24,Georgia,110242,21.77028719
Carroll County,2009,GA,26,Georgia,110433,23.54368712
Carroll County,2010,GA,17,Georgia,110527,15.38085717
Carroll County,2011,GA,22,Georgia,110733,19.86760948
Carroll County,2012,GA,13,Georgia,111428,11.6667265
Carroll County,2013,GA,16,Georgia,112290,14.24882002
Carroll County,2014,GA,17,Georgia,113970,14.91620602
Carroll County,2014,VA,10,Virginia,29721,33.6462434
Carroll County,2015,GA,18,Georgia,114501,15.72038672
Carteret County,2004,NC,12,North Carolina,62127,19.31527355
Carteret County,2005,NC,11,North Carolina,62833,17.50672417
Carteret County,2008,NC,10,North Carolina,64700,15.45595054
Carteret County,2009,NC,12,North Carolina,65670,18.2731841
Carteret County,2010,NC,10,North Carolina,66469,15.04460726
Carteret County,2011,NC,17,North Carolina,67432,25.21058251
Carteret County,2014,NC,15,North Carolina,68670,21.84359983
Carteret County,2015,NC,18,North Carolina,68766,26.17572638
