County,Year,State,Deaths,State_Name,Population,Death_Ratio_per_100000
Cuyahoga County,2003,OH,99,Ohio,1359929,7.279791813
Cuyahoga County,2004,OH,134,Ohio,1346714,9.950145317
Cuyahoga County,2005,OH,140,Ohio,1330612,10.52147433
Cuyahoga County,2006,OH,183,Ohio,1312816,13.93950104
Cuyahoga County,2007,OH,150,Ohio,1301540,11.52480907
Cuyahoga County,2008,OH,176,Ohio,1291479,13.62778644
Cuyahoga County,2009,OH,134,Ohio,1285082,10.42735016
Cuyahoga County,2010,OH,180,Ohio,1280122,14.0611598
Cuyahoga County,2011,OH,225,Ohio,1270424,17.7106226
Cuyahoga County,2012,OH,242,Ohio,1266271,19.1112329
Cuyahoga County,2013,OH,278,Ohio,1265698,21.96416523
Cuyahoga County,2014,OH,280,Ohio,1263498,22.1606999
Cuyahoga County,2015,OH,297,Ohio,1259109,23.58810873
Dallas County,2003,TX,181,Texas,2246432,8.057221407
Dallas County,2004,TX,186,Texas,2244020,8.288696179
Dallas County,2005,TX,228,Texas,2250830,10.12959664
Dallas County,2006,TX,222,Texas,2275434,9.756380541
Dallas County,2007,TX,225,Texas,2291891,9.817220802
Dallas County,2008,TX,184,Texas,2314018,7.95153711
Dallas County,2009,TX,216,Texas,2346378,9.205677858
Dallas County,2010,TX,213,Texas,2368139,8.994404467
Dallas County,2011,TX,238,Texas,2409257,9.878564221
Dallas County,2012,TX,265,Texas,2456296,10.78860203
Dallas County,2013,TX,247,Texas,2484675,9.94093795
Dallas County,2014,TX,337,Texas,2519407,13.37616352
Dallas County,2015,TX,281,Texas,2557615,10.98679825
Darke County,2014,OH,11,Ohio,52203,21.07158592
Darke County,2015,OH,13,Ohio,52002,24.9990385
Dauphin County,2003,PA,10,Pennsylvania,255585,3.91259268
Dauphin County,2004,PA,18,Pennsylvania,256194,7.025925666
Dauphin County,2005,PA,16,Pennsylvania,257673,6.209420467
Dauphin County,2006,PA,15,Pennsylvania,260312,5.76231599
Dauphin County,2007,PA,21,Pennsylvania,263096,7.981877338
Dauphin County,2008,PA,22,Pennsylvania,265395,8.2895307
Dauphin County,2009,PA,21,Pennsylvania,267090,7.862518252
Dauphin County,2010,PA,18,Pennsylvania,268100,6.713912719
Dauphin County,2011,PA,30,Pennsylvania,269278,11.14090271
Dauphin County,2012,PA,29,Pennsylvania,270058,10.73843397
Dauphin County,2013,PA,34,Pennsylvania,271500,12.52302026
Dauphin County,2014,PA,50,Pennsylvania,272312,18.36129146
Dauphin County,2015,PA,51,Pennsylvania,273195,18.66798441
Davidson County,2003,NC,18,North Carolina,152809,11.7794109
Davidson County,2004,NC,21,North Carolina,154179,13.62053198
Davidson County,2005,NC,24,North Carolina,155425,15.44153129
Davidson County,2006,NC,28,North Carolina,157209,17.81068514
Davidson County,2007,NC,19,North Carolina,159126,11.94022347
Davidson County,2008,NC,28,North Carolina,161520,17.33531451
Davidson County,2009,NC,18,North Carolina,162406,11.08333436
Davidson County,2010,NC,15,North Carolina,162878,9.209346873
Davidson County,2011,NC,30,North Carolina,162934,18.41236329
Davidson County,2012,NC,26,North Carolina,163064,15.94465977
Davidson County,2013,NC,32,North Carolina,163337,19.59139693
Davidson County,2014,NC,31,North Carolina,163437,18.96755325
Davidson County,2015,NC,23,North Carolina,163548,14.06314966
DeKalb County,2003,GA,25,Georgia,668148,3.741685974
DeKalb County,2004,GA,25,Georgia,666204,3.752604307
DeKalb County,2005,GA,22,Georgia,668998,3.288500115
DeKalb County,2006,GA,29,Georgia,676687,4.285585507
DeKalb County,2007,GA,39,Georgia,680962,5.727191826
DeKalb County,2008,GA,33,Georgia,685646,4.812979293
DeKalb County,2009,GA,28,Georgia,690658,4.054104926
DeKalb County,2010,GA,40,Georgia,691893,5.781240741
DeKalb County,2011,GA,44,Georgia,698496,6.299248671
DeKalb County,2012,GA,40,Georgia,710783,5.627596608
DeKalb County,2013,GA,34,Georgia,718026,4.735204575
DeKalb County,2014,GA,50,Georgia,725247,6.894202941
DeKalb County,2015,GA,65,Georgia,734846,8.845390735
Delaware County,2003,PA,75,Pennsylvania,552111,13.58422491
Delaware County,2004,PA,75,Pennsylvania,551508,13.59907744
Delaware County,2005,PA,81,Pennsylvania,552153,14.66984694
Delaware County,2006,PA,101,Pennsylvania,553806,18.23743333
Delaware County,2007,OH,11,Ohio,161796,6.798684764
Delaware County,2007,PA,102,Pennsylvania,554916,18.38116039
Delaware County,2008,OH,11,Ohio,166652,6.600580851
Delaware County,2008,PA,108,Pennsylvania,556246,19.41586996
Delaware County,2009,OH,12,Ohio,170676,7.0308655
Delaware County,2009,PA,127,Pennsylvania,558094,22.75602318
Delaware County,2010,OH,13,Ohio,174214,7.462086859
Delaware County,2010,PA,122,Pennsylvania,558979,21.82550686
Delaware County,2011,OH,11,Ohio,178584,6.159566367
Delaware County,2011,PA,148,Pennsylvania,559338,26.45985075
Delaware County,2012,OH,17,Ohio,181234,9.380138385
Delaware County,2012,PA,149,Pennsylvania,560865,26.56610771
Delaware County,2013,OH,15,Ohio,185545,8.08429222
Delaware County,2013,PA,138,Pennsylvania,561635,24.57111825
Delaware County,2014,OH,12,Ohio,189649,6.327478658
Delaware County,2014,PA,158,Pennsylvania,562868,28.07052453
Delaware County,2015,OH,12,Ohio,193624,6.197578813
Delaware County,2015,PA,195,Pennsylvania,563434,34.60920001
Denton County,2003,TX,18,Texas,509732,3.531267411
Denton County,2004,TX,18,Texas,529811,3.397437954
Denton County,2005,TX,32,Texas,553669,5.779626456
Denton County,2006,TX,25,Texas,584561,4.276713636
Denton County,2007,TX,32,Texas,609001,5.254506971
Denton County,2008,TX,39,Texas,630104,6.189454439
Denton County,2009,TX,37,Texas,649702,5.694918593
Denton County,2010,TX,43,Texas,662614,6.489449363
Denton County,2011,TX,70,Texas,684842,10.22133572
Denton County,2012,TX,46,Texas,707027,6.506116457
Denton County,2013,TX,43,Texas,727776,5.908411379
Denton County,2014,TX,48,Texas,752355,6.379966904
Denton County,2015,TX,57,Texas,778799,7.318961632
Dickenson County,2007,VA,11,Virginia,15971,68.87483564
Dickenson County,2008,VA,10,Virginia,16078,62.19679065
Dickenson County,2011,VA,10,Virginia,15778,63.37938902
Dougherty County,2012,GA,10,Georgia,94716,10.55787829
Douglas County,2006,GA,14,Georgia,119918,11.67464434
Douglas County,2008,GA,10,Georgia,129508,7.721530716
Douglas County,2010,GA,10,Georgia,132403,7.552698957
Douglas County,2011,GA,14,Georgia,133128,10.51619494
Douglas County,2012,GA,10,Georgia,133597,7.485198021
Douglas County,2013,GA,10,Georgia,136081,7.348564458
Douglas County,2014,GA,22,Georgia,138082,15.93256181
Douglas County,2015,GA,17,Georgia,140264,12.12000228
Dunklin County,2012,MO,11,Missouri,31848,34.53906054
Dunklin County,2014,MO,11,Missouri,31320,35.12132822
Durham County,2003,NC,14,North Carolina,235570,5.943031795
Durham County,2004,NC,14,North Carolina,238376,5.873074471
Durham County,2005,NC,11,North Carolina,241785,4.549496453
Durham County,2006,NC,21,North Carolina,246929,8.504468896
Durham County,2007,NC,22,North Carolina,252796,8.702669346
Durham County,2008,NC,22,North Carolina,259356,8.482549083
Durham County,2009,NC,13,North Carolina,265356,4.899078973
Durham County,2010,NC,16,North Carolina,267587,5.979363721
Durham County,2011,NC,22,North Carolina,276609,7.953464999
Durham County,2012,NC,17,North Carolina,282757,6.012229582
Durham County,2013,NC,20,North Carolina,288856,6.923865178
Durham County,2014,NC,21,North Carolina,295324,7.110834202
Durham County,2015,NC,20,North Carolina,301014,6.644209239
Duval County,2003,FL,127,Florida,809633,15.68611951
Duval County,2004,FL,109,Florida,820070,13.29154828
Duval County,2005,FL,102,Florida,828988,12.30415881
Duval County,2006,FL,146,Florida,842098,17.33764954
Duval County,2007,FL,140,Florida,851033,16.45059592
Duval County,2008,FL,108,Florida,855437,12.62512611
Duval County,2009,FL,137,Florida,859795,15.93403079
Duval County,2010,FL,146,Florida,864263,16.89300595
Duval County,2011,FL,147,Florida,872483,16.84846582
Duval County,2012,FL,165,Florida,880349,18.74256687
Duval County,2013,FL,142,Florida,886277,16.02207888
Duval County,2014,FL,146,Florida,897094,16.27477165
Duval County,2015,FL,169,Florida,911106,18.54888454
Eaton County,2007,MI,10,Michigan,108358,9.228667934
Eaton County,2010,MI,10,Michigan,107759,9.279967335
Eaton County,2013,MI,15,Michigan,108288,13.85195035
Eaton County,2014,MI,12,Michigan,108668,11.04280929
Eaton County,2015,MI,20,Michigan,108701,18.39909476
Ector County,2003,TX,15,Texas,122739,12.22105443
Ector County,2004,TX,11,Texas,124163,8.85932202
Ector County,2005,TX,12,Texas,125378,9.571057123
Ector County,2006,TX,22,Texas,127476,17.25815055
Ector County,2007,TX,21,Texas,130459,16.09701132
Ector County,2008,TX,13,Texas,133064,9.769734864
Ector County,2009,TX,13,Texas,136930,9.493901994
Ector County,2010,TX,15,Texas,137130,10.93852549
Ector County,2011,TX,16,Texas,139631,11.45877348
Ector County,2012,TX,13,Texas,144472,8.998283404
Ector County,2013,TX,16,Texas,149629,10.6931143
Ector County,2014,TX,29,Texas,154553,18.76378977
Ector County,2015,TX,12,Texas,159859,7.506615205
Edgecombe County,2013,NC,10,North Carolina,55419,18.04435302
El Paso County,2003,TX,52,Texas,705200,7.373794668
El Paso County,2004,TX,26,Texas,717652,3.622925875
El Paso County,2005,TX,40,Texas,728095,5.493788585
El Paso County,2006,TX,70,Texas,744795,9.398559335
El Paso County,2007,TX,48,Texas,755578,6.352752462
El Paso County,2008,TX,60,Texas,769930,7.792916239
El Paso County,2009,TX,55,Texas,786759,6.990704905
El Paso County,2010,TX,46,Texas,800647,5.745353445
El Paso County,2011,TX,52,Texas,819796,6.34304144
El Paso County,2012,TX,47,Texas,832118,5.648237389
El Paso County,2013,TX,62,Texas,830585,7.464618311
El Paso County,2014,TX,74,Texas,833370,8.879609297
El Paso County,2015,TX,57,Texas,831382,6.856054136
Ellis County,2010,TX,10,Texas,149610,6.684045184
Erie County,2003,PA,16,Pennsylvania,280153,5.711164971
Erie County,2004,PA,36,Pennsylvania,277864,12.95597846
Erie County,2005,PA,31,Pennsylvania,277211,11.18281742
Erie County,2006,PA,19,Pennsylvania,278389,6.824982309
Erie County,2007,PA,26,Pennsylvania,278573,9.333280684
Erie County,2008,PA,20,Pennsylvania,278686,7.176535599
Erie County,2009,PA,25,Pennsylvania,279838,8.933740235
Erie County,2010,OH,18,Ohio,77079,23.35266415
Erie County,2010,PA,19,Pennsylvania,280566,6.772025121
Erie County,2011,OH,12,Ohio,76691,15.64720763
Erie County,2011,PA,47,Pennsylvania,281244,16.71146762
Erie County,2012,OH,12,Ohio,76440,15.69858713
Erie County,2012,PA,43,Pennsylvania,281416,15.27987037
Erie County,2013,OH,16,Ohio,76071,21.03298235
Erie County,2013,PA,50,Pennsylvania,280905,17.79961197
Erie County,2014,OH,17,Ohio,75833,22.41768096
Erie County,2014,PA,49,Pennsylvania,279660,17.52127583
Erie County,2015,OH,23,Ohio,75388,30.5088343
Erie County,2015,PA,51,Pennsylvania,278452,18.31554451
Escambia County,2003,FL,27,Florida,296603,9.103077177
Escambia County,2004,FL,33,Florida,298225,11.0654707
Escambia County,2005,FL,32,Florida,298339,10.72605325
Escambia County,2006,FL,45,Florida,300395,14.98027597
Escambia County,2007,FL,31,Florida,297393,10.42391717
Escambia County,2008,FL,28,Florida,296854,9.432246155
Escambia County,2009,FL,16,Florida,297015,5.38693332
Escambia County,2010,FL,25,Florida,297619,8.400001344
Escambia County,2011,FL,29,Florida,299478,9.683515984
Escambia County,2012,FL,25,Florida,303556,8.235712686
Escambia County,2013,FL,17,Florida,306879,5.53964266
Escambia County,2014,FL,35,Florida,308200,11.35626217
Escambia County,2015,FL,51,Florida,309630,16.47127216
Essex County,2003,MA,99,Massachusetts,731544,13.53302057
Essex County,2004,MA,80,Massachusetts,729783,10.96216273
Essex County,2005,MA,101,Massachusetts,728877,13.85693334
Essex County,2006,MA,120,Massachusetts,729455,16.4506378
Essex County,2007,MA,117,Massachusetts,730664,16.01283216
Essex County,2008,MA,82,Massachusetts,734361,11.16617032
Essex County,2009,MA,84,Massachusetts,739086,11.36538914
Essex County,2010,MA,55,Massachusetts,743159,7.400838851
Essex County,2011,MA,63,Massachusetts,751553,8.382642342
Essex County,2012,MA,107,Massachusetts,757409,14.12710966
Essex County,2013,MA,125,Massachusetts,764684,16.34662161
Essex County,2014,MA,178,Massachusetts,771803,23.06288004
Essex County,2015,MA,217,Massachusetts,777228,27.91973526
Fairfax County,2003,VA,28,Virginia,1003070,2.791430309
Fairfax County,2004,VA,17,Virginia,1010938,1.681606587
Fairfax County,2005,VA,40,Virginia,1019490,3.923530393
Fairfax County,2006,VA,46,Virginia,1018981,4.51431381
Fairfax County,2007,VA,58,Virginia,1027727,5.643522064
Fairfax County,2008,VA,50,Virginia,1044178,4.788455608
Fairfax County,2009,VA,41,Virginia,1065142,3.849252025
Fairfax County,2010,VA,34,Virginia,1081726,3.143124969
Fairfax County,2011,VA,52,Virginia,1103571,4.71197594
Fairfax County,2012,VA,55,Virginia,1120654,4.907848453
Fairfax County,2013,VA,50,Virginia,1132186,4.416235495
Fairfax County,2014,VA,68,Virginia,1136794,5.981734597
Fairfax County,2015,VA,78,Virginia,1141040,6.835869032
Fairfield County,2004,OH,13,Ohio,136074,9.553625233
Fairfield County,2007,OH,13,Ohio,142915,9.096315992
Fairfield County,2009,OH,11,Ohio,145446,7.562944323
Fairfield County,2010,OH,15,Ohio,146156,10.26300665
Fairfield County,2011,OH,12,Ohio,147180,8.153281696
Fairfield County,2012,OH,19,Ohio,147314,12.89762005
Fairfield County,2013,OH,17,Ohio,148820,11.42319581
Fairfield County,2014,OH,15,Ohio,150400,9.973404255
Fairfield County,2015,OH,13,Ohio,151310,8.591633071
Fannin County,2010,GA,10,Georgia,23682,42.22616333
Fannin County,2013,GA,10,Georgia,23835,41.95510803
Fauquier County,2011,VA,12,Virginia,66032,18.17300703
Fauquier County,2015,VA,13,Virginia,68449,18.9922424
Fayette County,2003,PA,19,Pennsylvania,143596,13.23156634
Fayette County,2004,PA,21,Pennsylvania,143494,14.63475825
Fayette County,2005,PA,16,Pennsylvania,142447,11.23224778
Fayette County,2006,PA,15,Pennsylvania,141165,10.62586335
Fayette County,2007,PA,19,Pennsylvania,140159,13.55603279
Fayette County,2008,PA,20,Pennsylvania,138813,14.40787246
Fayette County,2009,GA,13,Georgia,105493,12.32309253
Fayette County,2009,PA,21,Pennsylvania,137450,15.27828301
Fayette County,2010,PA,24,Pennsylvania,136606,17.56877443
Fayette County,2011,GA,10,Georgia,107171,9.330882422
Fayette County,2011,PA,40,Pennsylvania,136008,29.4100347
Fayette County,2012,PA,14,Pennsylvania,135283,10.34867648
Fayette County,2013,PA,34,Pennsylvania,134610,25.25815318
Fayette County,2014,GA,12,Georgia,109259,10.98307691
Fayette County,2014,OH,12,Ohio,28652,41.88189306
Fayette County,2014,PA,37,Pennsylvania,134009,27.61008589
Fayette County,2015,GA,11,Georgia,110215,9.980492673
Fayette County,2015,OH,16,Ohio,28617,55.91082224
Fayette County,2015,PA,46,Pennsylvania,133272,34.5158773
Flagler County,2011,FL,16,Florida,97473,16.41480205
Flagler County,2015,FL,11,Florida,104533,10.52299274
Floyd County,2005,GA,17,Georgia,94332,18.02145613
Floyd County,2006,GA,15,Georgia,95165,15.76209741
Floyd County,2007,GA,14,Georgia,95308,14.68921811
Floyd County,2008,GA,13,Georgia,95922,13.55267822
Floyd County,2010,GA,17,Georgia,96317,17.65005139
Floyd County,2011,GA,11,Georgia,96174,11.43760268
Floyd County,2012,GA,14,Georgia,95944,14.59184524
Floyd County,2013,GA,16,Georgia,95901,16.68387191
Floyd County,2015,GA,10,Georgia,96209,10.39403798
Forsyth County,2003,NC,20,North Carolina,316659,6.315942386
Forsyth County,2004,NC,18,North Carolina,319997,5.625052735
Forsyth County,2005,NC,15,North Carolina,325065,4.614461723
Forsyth County,2006,NC,36,North Carolina,332110,10.839782
Forsyth County,2007,GA,15,Georgia,157129,9.546296355
Forsyth County,2007,NC,28,North Carolina,338638,8.268416421
Forsyth County,2008,GA,13,Georgia,166338,7.815411992
Forsyth County,2008,NC,31,North Carolina,344330,9.002991316
Forsyth County,2009,GA,13,Georgia,171993,7.558447146
Forsyth County,2009,NC,33,North Carolina,348532,9.468284117
Forsyth County,2010,GA,13,Georgia,175511,7.406943155
Forsyth County,2010,NC,18,North Carolina,350670,5.133031055
Forsyth County,2011,GA,25,Georgia,181828,13.74925754
Forsyth County,2011,NC,43,North Carolina,354545,12.12822068
Forsyth County,2012,GA,13,Georgia,186848,6.957526974
Forsyth County,2012,NC,39,North Carolina,357644,10.90469853
Forsyth County,2013,GA,18,Georgia,193875,9.284332689
Forsyth County,2013,NC,32,North Carolina,360677,8.872204216
Forsyth County,2014,GA,28,Georgia,202697,13.81372196
Forsyth County,2014,NC,48,North Carolina,364555,13.16673753
Forsyth County,2015,GA,32,Georgia,211368,15.13947239
Forsyth County,2015,NC,58,North Carolina,367516,15.78162583
Fort Bend County,2003,TX,11,Texas,418747,2.626884491
Fort Bend County,2005,TX,13,Texas,462953,2.808060429
Fort Bend County,2006,TX,18,Texas,490916,3.666615062
Fort Bend County,2007,TX,19,Texas,516564,3.678150239
Fort Bend County,2008,TX,13,Texas,542957,2.394296418
Fort Bend County,2009,TX,25,Texas,569130,4.392669513
Fort Bend County,2010,TX,32,Texas,585375,5.466581251
Fort Bend County,2011,TX,30,Texas,605979,4.950666607
Fort Bend County,2012,TX,16,Texas,624737,2.561077701
Fort Bend County,2013,TX,15,Texas,651770,2.301425349
Fort Bend County,2014,TX,31,Texas,683977,4.532316145
Fort Bend County,2015,TX,33,Texas,715260,4.613706904
Franklin County,2003,OH,74,Ohio,1095250,6.756448299
Franklin County,2004,OH,85,Ohio,1099603,7.730062577
Franklin County,2005,OH,121,Ohio,1105497,10.94530333
Franklin County,2006,OH,179,Ohio,1115924,16.04051889
Franklin County,2007,MO,13,Missouri,100265,12.96564105
Franklin County,2007,OH,210,Ohio,1127174,18.63066394
Franklin County,2007,PA,11,Pennsylvania,144840,7.594587131
Franklin County,2008,MO,17,Missouri,101149,16.80688885
Franklin County,2008,OH,194,Ohio,1141183,16.99990273
Franklin County,2009,MO,11,Missouri,101422,10.84577311
Franklin County,2009,OH,131,Ohio,1155408,11.33798624
Franklin County,2010,MO,16,Missouri,101492,15.76478934
Franklin County,2010,OH,239,Ohio,1163414,20.54298814
Franklin County,2010,PA,10,Pennsylvania,149618,6.683687792
Franklin County,2011,MO,20,Missouri,101618,19.68155248
Franklin County,2011,OH,244,Ohio,1180917,20.66190935
Franklin County,2011,VA,12,Virginia,56339,21.29963258
Franklin County,2012,MO,12,Missouri,101331,11.84237795
Franklin County,2012,OH,232,Ohio,1199257,19.34531131
Franklin County,2012,PA,13,Pennsylvania,151518,8.579838699
Franklin County,2012,VA,11,Virginia,56293,19.54061784
Franklin County,2013,MA,10,Massachusetts,71399,14.0057984
Franklin County,2013,MO,16,Missouri,101717,15.72991732
Franklin County,2013,OH,209,Ohio,1219186,17.1425853
Franklin County,2013,PA,10,Pennsylvania,152005,6.578730963
Franklin County,2014,MA,10,Massachusetts,71344,14.01659565
Franklin County,2014,MO,21,Missouri,101923,20.60378913
Franklin County,2014,OH,221,Ohio,1238758,17.84044987
Franklin County,2014,PA,20,Pennsylvania,152685,13.09886367
Franklin County,2015,MA,17,Massachusetts,70911,23.97371353
Franklin County,2015,MO,21,Missouri,102265,20.53488486
Franklin County,2015,OH,312,Ohio,1257891,24.80342096
Franklin County,2015,PA,19,Pennsylvania,153131,12.40767709
Frederick County,2013,VA,10,Virginia,81494,12.27084203
Frederick County,2014,VA,14,Virginia,82735,16.92149634
Frederick County,2015,VA,14,Virginia,83525,16.76144867
Fulton County,2003,GA,62,Georgia,812568,7.630130648
Fulton County,2004,GA,67,Georgia,809481,8.276908291
Fulton County,2005,GA,91,Georgia,818737,11.11468029
Fulton County,2006,GA,75,Georgia,845181,8.873838858
Fulton County,2007,GA,91,Georgia,869329,10.46784359
Fulton County,2008,GA,113,Georgia,888694,12.71528783
Fulton County,2009,GA,78,Georgia,905511,8.613920759
Fulton County,2010,GA,109,Georgia,920581,11.84034865
Fulton County,2011,GA,95,Georgia,947582,10.02551758
Fulton County,2012,GA,92,Georgia,973464,9.450786059
Fulton County,2013,GA,118,Georgia,981844,12.01820248
Fulton County,2014,GA,136,Georgia,992321,13.70524256
Fulton County,2015,GA,139,Georgia,1005752,13.82050446
Galveston County,2003,TX,27,Texas,265269,10.17834726
Galveston County,2004,TX,29,Texas,269760,10.75029656
Galveston County,2005,TX,44,Texas,274806,16.01129524
Galveston County,2006,TX,49,Texas,279182,17.5512748
Galveston County,2007,TX,49,Texas,283770,17.26750537
Galveston County,2008,TX,37,Texas,288643,12.81860291
Galveston County,2009,TX,34,Texas,287428,11.82904936
Galveston County,2010,TX,48,Texas,291309,16.47734879
Galveston County,2011,TX,42,Texas,295632,14.20685176
Galveston County,2012,TX,36,Texas,301099,11.95620045
Galveston County,2013,TX,37,Texas,306652,12.06579445
Galveston County,2014,TX,43,Texas,313451,13.71825261
Galveston County,2015,TX,49,Texas,321074,15.26127933
Gaston County,2003,NC,29,North Carolina,191545,15.14004542
Gaston County,2004,NC,39,North Carolina,191646,20.35002035
Gaston County,2005,NC,35,North Carolina,193527,18.08533176
Gaston County,2006,NC,32,North Carolina,196284,16.30290803
Gaston County,2007,NC,39,North Carolina,200377,19.46331166
Gaston County,2008,NC,35,North Carolina,204454,17.1187651
Gaston County,2009,NC,57,North Carolina,205884,27.6854928
Gaston County,2010,NC,46,North Carolina,206086,22.3207787
Gaston County,2011,NC,42,North Carolina,206894,20.30025037
Gaston County,2012,NC,41,North Carolina,207915,19.71959695
Gaston County,2013,NC,42,North Carolina,209242,20.07245199
Gaston County,2014,NC,40,North Carolina,210599,18.99344251
Gaston County,2015,NC,36,North Carolina,212998,16.90156715
Geauga County,2011,OH,10,Ohio,93287,10.71960723
Geauga County,2013,OH,11,Ohio,93847,11.72120579
Geauga County,2014,OH,11,Ohio,93981,11.70449346
Geauga County,2015,OH,14,Ohio,93899,14.90963695
Genesee County,2003,MI,34,Michigan,441689,7.697723964
Genesee County,2004,MI,40,Michigan,442534,9.038853512
Genesee County,2005,MI,14,Michigan,442508,3.16378461
Genesee County,2006,MI,25,Michigan,441164,5.666826849
Genesee County,2007,MI,53,Michigan,438109,12.09744607
Genesee County,2008,MI,79,Michigan,433082,18.24134921
Genesee County,2009,MI,77,Michigan,427989,17.99111659
Genesee County,2010,MI,110,Michigan,425790,25.83433148
Genesee County,2011,MI,80,Michigan,422062,18.95456118
Genesee County,2012,MI,56,Michigan,418243,13.38934543
Genesee County,2013,MI,49,Michigan,415713,11.78697804
Genesee County,2014,MI,47,Michigan,412950,11.38152319
Genesee County,2015,MI,55,Michigan,410574,13.39587991
Gila County,2007,AZ,10,Arizona,53252,18.77863742
Gila County,2013,AZ,12,Arizona,53026,22.63040772
Gila County,2014,AZ,15,Arizona,53074,28.26242605
Gila County,2015,AZ,12,Arizona,53020,22.63296869
Glynn County,2006,GA,13,Georgia,74870,17.36342995
Glynn County,2007,GA,13,Georgia,76513,16.99057676
Glynn County,2008,GA,12,Georgia,78013,15.38205171
Glynn County,2009,GA,10,Georgia,78946,12.66688623
Glynn County,2012,GA,11,Georgia,80889,13.59888242
Glynn County,2013,GA,17,Georgia,81533,20.85045319
Gordon County,2009,GA,12,Georgia,54945,21.84002184
Gordon County,2011,GA,11,Georgia,55522,19.81196643
Grand Traverse County,2009,MI,10,Michigan,86767,11.525119
Grand Traverse County,2011,MI,13,Michigan,88362,14.7122066
Grand Traverse County,2012,MI,12,Michigan,89238,13.44718618
Grant County,2004,WA,14,Washington,78734,17.7813905
Grant County,2005,WA,13,Washington,79531,16.34582741
Grant County,2006,WA,11,Washington,81036,13.57421393
Grant County,2007,WA,11,Washington,82645,13.30994011
Grant County,2008,WA,11,Washington,84944,12.94970804
Grant County,2009,WA,17,Washington,87340,19.46416304
Grant County,2015,WA,11,Washington,93517,11.76256723
Grays Harbor County,2004,WA,17,Washington,69775,24.36402723
Grays Harbor County,2008,WA,12,Washington,72027,16.66041901
Grays Harbor County,2009,WA,16,Washington,72468,22.0787106
Grays Harbor County,2011,WA,10,Washington,72374,13.81711664
Grays Harbor County,2012,WA,11,Washington,71785,15.32353556
Grays Harbor County,2013,WA,12,Washington,71059,16.88737528
Grays Harbor County,2014,WA,15,Washington,70796,21.18763772
Grays Harbor County,2015,WA,15,Washington,71027,21.1187295
Grayson County,2006,TX,11,Texas,117174,9.387748135
Grayson County,2009,TX,17,Texas,120069,14.15852551
Grayson County,2010,TX,14,Texas,120877,11.58202139
Grayson County,2011,TX,17,Texas,121429,13.99995059
Grayson County,2012,TX,15,Texas,121866,12.30860125
Grayson County,2013,TX,18,Texas,122385,14.70768477
Grayson County,2014,TX,12,Texas,123628,9.706538972
Greene County,2003,MO,40,Missouri,249312,16.04415351
Greene County,2003,OH,15,Ohio,153064,9.799822297
Greene County,2004,MO,32,Missouri,253130,12.6417256
Greene County,2004,OH,16,Ohio,155442,10.29322834
Greene County,2005,MO,59,Missouri,257282,22.93203567
Greene County,2005,OH,20,Ohio,156223,12.80221222
Greene County,2006,MO,44,Missouri,263046,16.72711237
Greene County,2006,OH,21,Ohio,157850,13.3037694
Greene County,2007,MO,66,Missouri,267576,24.66588932
Greene County,2007,OH,20,Ohio,159055,12.57426676
Greene County,2008,MO,66,Missouri,270901,24.36314373
Greene County,2008,OH,31,Ohio,160115,19.36108422
Greene County,2009,MO,53,Missouri,274013,19.342148
Greene County,2009,OH,17,Ohio,161075,10.55408971
Greene County,2010,MO,83,Missouri,275174,30.1627334
Greene County,2010,OH,28,Ohio,161573,17.32962809
Greene County,2010,PA,13,Pennsylvania,38686,33.60388771
Greene County,2011,MO,54,Missouri,277510,19.45875824
Greene County,2011,OH,23,Ohio,163600,14.05867971
Greene County,2011,PA,10,Pennsylvania,38377,26.05727389
Greene County,2012,MO,40,Missouri,280550,14.25770807
Greene County,2012,OH,23,Ohio,164403,13.99001235
Greene County,2013,MO,51,Missouri,283750,17.97356828
Greene County,2013,OH,21,Ohio,164004,12.80456574
Greene County,2014,MO,58,Missouri,285427,20.32043219
Greene County,2014,OH,40,Ohio,164796,24.2724338
Greene County,2014,PA,11,Pennsylvania,37781,29.11516371
Greene County,2015,MO,79,Missouri,287543,27.47415169
Greene County,2015,OH,43,Ohio,164421,26.15237713
Greene County,2015,PA,13,Pennsylvania,37431,34.73057092
Gregg County,2005,TX,13,Texas,115402,11.26496941
Gregg County,2009,TX,13,Texas,121238,10.7227107
Gregg County,2011,TX,13,Texas,122719,10.59330666
Guadalupe County,2006,TX,10,Texas,111878,8.9383078
Guadalupe County,2009,TX,11,Texas,128265,8.57599501
Guadalupe County,2010,TX,11,Texas,131533,8.362920332
Guadalupe County,2011,TX,11,Texas,135816,8.099193026
Guadalupe County,2012,TX,10,Texas,139657,7.160400123
Guernsey County,2010,OH,12,Ohio,40087,29.93489161
Guilford County,2003,NC,29,North Carolina,436327,6.646391353
Guilford County,2004,NC,33,North Carolina,440597,7.489837652
Guilford County,2005,NC,36,North Carolina,448192,8.032271883
Guilford County,2006,NC,49,North Carolina,458792,10.6802211
Guilford County,2007,NC,41,North Carolina,468466,8.751969193
Guilford County,2008,NC,28,North Carolina,477809,5.860082167
Guilford County,2009,NC,49,North Carolina,484180,10.12020323
Guilford County,2010,NC,36,North Carolina,488406,7.370916819
Guilford County,2011,NC,43,North Carolina,495022,8.686482621
Guilford County,2012,NC,46,North Carolina,500618,9.188642837
Guilford County,2013,NC,30,North Carolina,506537,5.922568342
