STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020
Texas,Knox County,3719,3723,3721,3729,3719,3797,3790,3729,3669,3651,3663,3683
Texas,Lamar County,49793,49822,49869,49673,49113,49435,49399,49555,49610,49672,49781,49905
Texas,Lamb County,13977,13995,14064,13870,13671,13491,13267,13205,13186,13087,12904,12710
Texas,Lampasas County,19677,19759,19920,20050,20138,20106,20362,20532,20867,21144,21429,21789
Texas,La Salle County,6886,6913,7000,7154,7442,7482,7635,7600,7537,7507,7546,7500
Texas,Lavaca County,19263,19266,19317,19532,19630,19777,19920,19886,20015,20086,20156,20216
Texas,Lee County,16612,16594,16555,16504,16542,16614,16859,16961,17104,17113,17295,17397
Texas,Leon County,16801,16724,16829,16740,16619,16731,17030,17200,17224,17289,17421,17493
Texas,Liberty County,75643,75870,76005,76378,76847,78047,79537,81381,83648,85834,88453,91547
Texas,Limestone County,23384,23490,23587,23679,23433,23521,23433,23466,23376,23251,23389,23340
Texas,Lipscomb County,3302,3283,3334,3448,3489,3551,3557,3502,3361,3315,3214,3111
Texas,Live Oak County,11531,11550,11504,11671,11831,12063,12177,12038,12157,12120,12236,12324
Texas,Llano County,19301,19336,19073,19266,19509,19666,20080,20621,21199,21670,21810,21958
Texas,Loving County,82,84,95,86,106,89,119,117,133,149,165,181
Texas,Lubbock County,278831,280332,283476,286062,289646,294591,298509,302326,305689,308084,311087,314772
Texas,Lynn County,5915,5912,5883,5793,5726,5798,5746,5775,5828,5846,5956,6025
Texas,McCulloch County,8283,8232,8256,8241,8244,8152,8253,8121,7934,7960,8011,7823
Texas,McLennan County,234906,235904,237847,239369,241447,243182,245471,247573,251638,254204,257080,259730
Texas,McMullen County,707,711,697,731,762,801,831,810,766,727,733,721
Texas,Madison County,13664,13737,13747,13739,13812,13857,13954,14127,14292,14417,14382,14427
Texas,Marion County,10546,10491,10485,10387,10293,10168,10152,10134,10076,9915,9848,9960
Texas,Martin County,4799,4809,4885,4976,5268,5457,5639,5627,5526,5668,5743,5816
Texas,Mason County,4012,4010,4034,4056,4122,4101,4063,4159,4185,4263,4287,4344
Texas,Matagorda County,36702,36706,36675,36534,36483,36463,36747,37143,36848,36583,36655,36725
Texas,Maverick County,54258,54424,55233,55723,56475,57044,57643,57901,57883,57970,58357,58378
Texas,Medina County,46006,46130,46521,46812,47257,47851,48419,49239,50205,50933,51608,52358
Texas,Menard County,2242,2230,2215,2205,2138,2129,2135,2097,2115,2103,2099,2124
Texas,Midland County,136872,136987,140247,147365,152387,156767,162381,163928,165417,172537,176444,177863
Texas,Milam County,24757,24683,24610,24116,24096,24147,24364,24678,24907,24970,24721,24708
Texas,Mills County,4936,4969,4883,4833,4873,4871,4887,4886,4923,4865,4872,4840
Texas,Mitchell County,9403,9411,9397,9332,9002,9075,8863,8481,8234,8201,8161,8202
Texas,Montague County,19719,19719,19760,19477,19386,19366,19254,19387,19408,19596,19848,19962
Texas,Montgomery County,455746,459223,471456,484627,498488,517262,535913,555338,571542,590127,607583,626351
Texas,Moore County,21904,22008,22075,22431,22139,21975,21709,21638,21571,21053,20931,20654
Texas,Morris County,12934,12918,12769,12698,12674,12599,12360,12420,12360,12269,12343,12393
Texas,Motley County,1210,1205,1200,1197,1192,1149,1146,1169,1226,1234,1200,1185
Texas,Nacogdoches County,64524,64684,65656,65868,65188,65235,65456,65532,65231,65039,64846,64753
Texas,Navarro County,47735,47870,48072,48157,48036,47907,48167,48403,48744,49556,49978,50694
Texas,Newton County,14445,14447,14562,14433,14343,14294,14161,14162,13909,13784,13673,13414
Texas,Nolan County,15216,15247,15147,14939,15076,15139,15128,15082,14912,14845,14833,14835
Texas,Nueces County,340223,340251,343278,347966,352987,356717,360587,361753,361328,362177,362347,363148
Texas,Ochiltree County,10223,10171,10444,10611,10701,10709,10690,10259,10004,9861,9815,9598
Texas,Oldham County,2052,2050,2072,2046,2087,2068,2064,2071,2106,2122,2115,2135
Texas,Orange County,81837,82015,82350,82908,82853,83301,84026,84652,85056,83207,83086,82878
Texas,Palo Pinto County,28111,28093,28059,27862,27878,28033,27963,28131,28554,28843,29114,29320
Texas,Panola County,23796,23770,24008,24000,23791,23749,23661,23407,23165,23069,23103,23187
Texas,Parker County,116927,117324,118326,119494,119807,122185,125691,129016,133616,138254,143149,148198
Texas,Parmer County,10269,10266,10280,10188,9989,9954,9791,9764,9688,9666,9555,9522
Texas,Pecos County,15507,15521,15638,15563,15656,15818,16022,15852,15626,15673,15757,15718
Texas,Polk County,45413,45444,45582,45517,45527,45815,46617,47654,48938,49933,51254,52995
Texas,Potter County,121073,121329,122268,122706,122091,122019,121214,120440,120008,118344,116818,116004
Texas,Presidio County,7818,7875,7754,7614,7383,7189,7048,7113,7044,6764,6612,6508
Texas,Rains County,10914,10898,10990,10927,11020,11001,11121,11283,11713,12056,12401,12552
Texas,Randall County,120725,121221,123480,125047,126833,128823,130463,132465,134148,135745,137770,139899
Texas,Reagan County,3367,3353,3395,3477,3630,3784,3804,3721,3706,3728,3842,3833
Texas,Real County,3309,3322,3432,3354,3320,3347,3297,3387,3413,3475,3460,3411
Texas,Red River County,12860,12873,12681,12721,12484,12443,12344,12175,12167,12141,12095,11995
Texas,Reeves County,13783,13830,14095,14256,14478,15103,15556,15203,15141,15486,15951,15949
Texas,Refugio County,7383,7376,7323,7259,7283,7366,7331,7275,7178,6921,6824,6877
Texas,Roberts County,929,920,922,938,915,910,906,910,937,889,837,813
Texas,Robertson County,16622,16551,16652,16447,16420,16457,16688,16821,17152,17237,17104,17155
Texas,Rockwall County,78337,78971,81103,82772,84732,87138,90258,93579,96956,100592,104862,109888
Texas,Runnels County,10501,10510,10503,10337,10197,10297,10387,10290,10275,10167,10265,10401
Texas,Rusk County,53330,53307,53644,53735,53269,53144,52897,52836,54148,54246,54386,54324
Texas,Sabine County,10834,10870,10727,10526,10428,10435,10451,10389,10422,10541,10490,10507
Texas,San Augustine County,8865,8855,8798,8789,8661,8479,8346,8280,8302,8251,8220,8248
Texas,San Jacinto County,26384,26480,26789,26956,26745,27066,27376,27743,28233,28724,28867,29301
Texas,San Patricio County,64804,64424,64455,65261,66132,66654,67121,67325,67221,66576,66656,67069
Texas,San Saba County,6131,6134,6046,5990,5959,5860,5925,5920,5994,6056,6009,6039
Texas,Schleicher County,3461,3503,3309,3257,3188,3160,3191,3056,2988,2883,2801,2761
Texas,Scurry County,16921,16929,16861,17120,17258,17367,17565,17417,17020,16838,16655,16662
Texas,Shackelford County,3378,3384,3335,3361,3374,3314,3331,3337,3289,3258,3272,3300
Texas,Shelby County,25448,25460,25736,26062,25977,25604,25366,25583,25218,25300,25297,24915
Texas,Sherman County,3034,3025,3013,3037,3067,3061,3053,3053,3038,3094,3017,3027
Texas,Smith County,209714,210407,212770,214824,216498,219678,222450,225181,227159,229860,232916,235806
Texas,Somervell County,8490,8501,8428,8555,8567,8559,8619,8663,8850,9017,9123,9139
Texas,Starr County,60968,61140,61640,61951,62347,62901,63406,63697,63887,64017,64294,64266
Texas,Stephens County,9630,9620,9535,9608,9366,9335,9378,9383,9288,9419,9364,9334
Texas,Sterling County,1143,1137,1170,1190,1228,1339,1330,1337,1285,1306,1295,1315
Texas,Stonewall County,1490,1496,1463,1452,1418,1388,1400,1404,1374,1345,1336,1348
Texas,Sutton County,4128,4061,3986,3916,3985,3972,3918,3902,3796,3749,3779,3738
Texas,Swisher County,7854,7919,7805,7849,7724,7553,7477,7437,7440,7400,7399,7340
Texas,Tarrant County,1809034,1818167,1848598,1882950,1913541,1946907,1985664,2023942,2056197,2080998,2101282,2123347
Texas,Taylor County,131506,131842,132867,134122,133972,135049,136210,136330,136615,137319,138141,139200
Texas,Terrell County,984,1007,945,917,887,906,863,815,810,792,752,702
Texas,Terry County,12651,12681,12657,12630,12716,12796,12761,12767,12427,12311,12354,12183
Texas,Throckmorton County,1641,1639,1637,1610,1605,1612,1558,1542,1510,1485,1473,1487
Texas,Titus County,32334,32417,32447,32605,32575,32484,32605,32455,32652,32767,32744,32926
Texas,Tom Green County,110224,110675,111761,113324,114708,116366,117574,117742,117745,118299,119429,120010
Texas,Travis County,1024266,1030392,1061662,1096918,1122346,1152411,1180003,1206283,1227373,1246693,1273567,1300503
Texas,Trinity County,14585,14728,14687,14375,14450,14303,14541,14535,14680,14672,14675,14883
Texas,Tyler County,21766,21763,21676,21504,21509,21469,21372,21416,21498,21593,21523,21591
Texas,Upshur County,39309,39372,39728,39921,39769,40303,40343,40807,41103,41150,41705,42166
Texas,Upton County,3355,3340,3284,3265,3389,3486,3658,3698,3657,3632,3644,3623
Texas,Uvalde County,26405,26441,26587,26744,26905,27017,26948,27082,27073,26805,26794,26742
Texas,Val Verde County,48879,48963,48962,48968,49027,48821,48860,48901,49071,49048,49041,49028
Texas,Van Zandt County,52579,52576,52490,52211,52328,52782,53431,54407,55141,56025,56744,57533
Texas,Victoria County,86793,86883,87560,89124,90075,91037,92130,92423,92011,91829,92021,91936
Texas,Walker County,67861,68239,68405,68602,69402,70064,70825,71811,72764,73037,71700,72164
Texas,Waller County,43205,43558,44138,44365,45436,46793,48663,50062,51736,53568,55311,57452
Texas,Ward County,10658,10595,10671,10825,11206,11571,11630,11573,11377,11691,11985,12097
Texas,Washington County,33718,33695,33952,33916,34187,34384,34820,34688,34804,35485,35626,35771
Texas,Webb County,250304,251358,255877,260487,264280,267258,269598,272053,273378,274734,276387,277681
Texas,Wharton County,41280,41280,41286,41130,41115,41082,41369,41619,41869,41515,41671,41685
Texas,Wheeler County,5410,5387,5447,5593,5720,5701,5665,5526,5301,5136,5026,4946
Texas,Wichita County,131500,131802,130825,131742,132255,132721,131050,131386,131807,132046,132328,133205
Texas,Wilbarger County,13535,13509,13455,13294,13208,12991,13059,12893,12693,12753,12695,12552
Texas,Willacy County,22134,22226,22168,22202,22016,21926,21852,21749,21489,21414,21280,21161
Texas,Williamson County,422679,426568,442366,456144,470494,488446,507728,528207,546837,567465,591823,617855
Texas,Wilson County,42918,43054,43669,44356,45224,46147,47181,48202,49226,50150,50950,52023
Texas,Winkler County,7110,7081,7160,7366,7631,7818,8028,7917,7595,7743,7970,7887
Texas,Wise County,59127,59083,59938,60395,60991,61668,62813,64428,65781,68251,69877,71084
Texas,Wood County,41964,41989,42109,42402,42366,42791,43142,43790,44325,45242,45621,46291
Texas,Yoakum County,7879,7852,7971,8052,8218,8392,8635,8626,8527,8520,8686,8702
Texas,Young County,18550,18523,18354,18273,18353,18267,18154,18095,17916,17953,17937,17904
Texas,Zapata County,14018,14086,14223,14267,14375,14359,14474,14420,14251,14151,14221,14172
Texas,Zavala County,11677,11728,11872,12015,12203,12254,12322,12125,11946,11934,11807,11840
Virginia,Virginia,8001024,8024004,8102437,8187456,8255861,8315430,8367303,8417651,8471011,8510920,8556642,8590563
Virginia,Accomack County,33164,33150,33227,33276,32982,32992,32930,32903,32729,32603,32325,32238
Virginia,Albemarle County,98970,99196,100231,101504,102329,103811,105221,106662,108107,108832,109843,110652
Virginia,Alleghany County,16250,16203,16163,16035,15926,15613,15432,15393,15143,15016,14898,14701
Virginia,Amelia County,12690,12741,12747,12741,12655,12713,12784,12805,12974,12997,13058,13014
Virginia,Amherst County,32353,32389,32160,32640,32331,32174,31855,31903,31893,31771,31678,31667
Virginia,Appomattox County,14973,15091,15104,15240,15315,15343,15485,15535,15715,15874,15902,16043
Virginia,Arlington County,207627,209319,216078,221614,225120,226274,228887,231805,235193,236662,238392,240119
Virginia,Augusta County,73750,73593,73656,73599,73862,73908,74324,74875,75324,75906,76120,76544
Virginia,Bath County,4731,4721,4655,4642,4591,4536,4463,4408,4270,4275,4169,4119
Virginia,Bedford County,68676,75032,75555,75755,76189,77054,77653,78024,78445,79115,79431,79811
Virginia,Bland County,6824,6801,6776,6693,6674,6586,6536,6483,6361,6295,6292,6239
Virginia,Botetourt County,33148,33195,33001,33121,32995,33086,33391,33298,33355,33412,33500,33633
Virginia,Brunswick County,17434,17393,17119,17023,16976,16815,16838,16607,16572,16289,16176,16037
Virginia,Buchanan County,24098,24091,23835,23835,23638,23167,22767,22229,21622,21373,21031,20613
Virginia,Buckingham County,17146,17092,17217,17071,17154,16936,17022,17044,17046,17042,17134,17168
Virginia,Campbell County,54842,54910,54799,54843,55093,55286,55374,55391,55440,55526,55371,55304
Virginia,Caroline County,28545,28631,28672,28950,29253,29747,29907,30091,30441,30766,30745,30860
Virginia,Carroll County,30042,30071,30093,29920,29915,29721,29882,29788,29845,29824,30022,30074
Virginia,Charles City County,7256,7255,7200,7123,7068,6975,7043,7026,7024,6983,6969,6821
Virginia,Charlotte County,12586,12568,12497,12400,12281,12177,12182,12113,12078,11906,11849,11820
Virginia,Chesterfield County,316236,317210,320344,323942,327721,332221,335093,338677,343500,348704,353376,358245
Virginia,Clarke County,14034,14018,14197,14255,14264,14329,14252,14309,14468,14517,14576,14622
Virginia,Craig County,5190,5198,5170,5139,5138,5177,5140,5138,5070,5105,5127,5077
Virginia,Culpeper County,46689,46834,47347,47850,48609,49243,49559,50337,51261,51785,52722,53569
Virginia,Cumberland County,10052,10028,9987,9845,9852,9843,9758,9742,9840,9863,9967,9933
Virginia,Dickenson County,15903,15846,15778,15708,15527,15345,15200,15019,14728,14502,14295,14078
Virginia,Dinwiddie County,28001,28062,28114,28222,28087,28090,28146,28458,28678,28800,28804,28688
Virginia,Essex County,11151,11145,11168,11133,11158,11066,11091,11073,10960,10889,10936,10943
Virginia,Fairfax County,1081726,1086165,1103571,1120654,1132186,1136794,1141040,1144957,1149346,1149688,1152359,1150847
Virginia,Fauquier County,65203,65433,66032,66567,67150,68135,68449,68831,69555,70722,71297,71361
Virginia,Floyd County,15279,15367,15404,15438,15493,15538,15565,15685,15783,15788,15796,15777
Virginia,Fluvanna County,25691,25792,25959,25889,25833,25980,26144,26227,26517,26931,27266,27422
Virginia,Franklin County,56159,56174,56339,56293,56272,56265,56234,56167,56341,56297,56185,56167
Virginia,Frederick County,78305,78545,79519,80247,81494,82735,83525,84722,86568,88378,89483,91119
Virginia,Giles County,17286,17317,17152,17024,16992,16853,16768,16855,16759,16829,16693,16663
Virginia,Gloucester County,36858,36942,36897,36849,36780,37038,37032,37121,37332,37398,37499,37459
Virginia,Goochland County,21717,21906,21537,21438,21732,22020,22344,22665,22893,23423,23949,24431
Virginia,Grayson County,15533,15500,15368,15146,15131,15925,15960,15870,15699,15621,15574,15493
Virginia,Greene County,18403,18480,18694,18831,18874,19131,19205,19313,19608,19719,19901,20131
Virginia,Greensville County,12243,12233,12001,11746,11690,11568,11792,11515,11552,11380,11289,11280
Virginia,Halifax County,36241,36204,35997,35740,35389,35205,35104,35003,34592,34212,34035,33633
Virginia,Hanover County,99863,99886,99899,100340,101075,101740,103095,104345,105729,106821,107535,108262
Virginia,Henrico County,306935,307201,310401,315575,318646,321863,324424,326178,328008,329917,332513,333766
Virginia,Henry County,54151,54102,53530,53098,52738,52235,51944,51654,51370,51101,50724,50309
Virginia,Highland County,2321,2297,2260,2234,2205,2238,2196,2213,2215,2206,2176,2200
Virginia,Isle of Wight County,35270,35319,35301,35352,35542,35887,36185,36450,36758,37203,37400,37725
Virginia,James City County,67009,67681,68339,69460,70674,72145,72920,74075,75429,76206,76838,77612
Virginia,King and Queen County,6945,6976,6986,7008,7029,7084,7089,7059,7010,7033,7011,6942
Virginia,King George County,23584,23697,24277,24615,24909,25284,25442,25982,26379,26673,26981,27381
Virginia,King William County,15935,15999,16013,15977,16096,16153,16287,16416,16706,16962,17198,17641
Virginia,Lancaster County,11391,11362,11276,11125,10960,10863,10828,10776,10724,10692,10619,10618
Virginia,Lee County,25587,25606,25546,25433,25094,24744,24624,24198,23934,23703,23540,23238
Virginia,Loudoun County,312311,315486,326357,337902,350001,362330,374176,385750,397192,405964,414872,422784
Virginia,Louisa County,33153,33169,33325,33357,33850,34173,34475,35202,35803,36656,37477,38132
Virginia,Lunenburg County,12914,12909,12907,12639,12534,12480,12348,12340,12353,12257,12251,12267
Virginia,Madison County,13308,13299,13142,13135,13093,13034,13054,13097,13218,13198,13213,13312
Virginia,Mathews County,8978,8974,8944,8911,8899,8813,8833,8781,8704,8766,8782,8766
Virginia,Mecklenburg County,32727,32716,32567,31698,31249,31117,30934,30815,30705,30707,30723,30679
Virginia,Middlesex County,10959,10981,10855,10851,10781,10653,10683,10750,10614,10717,10561,10569
Virginia,Montgomery County,94392,94560,94761,95698,96658,97193,97427,98302,98230,98681,98872,98391
Virginia,Nelson County,15020,14978,15019,14802,14799,14867,14764,14802,14800,14836,14867,14755
Virginia,New Kent County,18429,18543,18763,19148,19516,20021,20382,21015,21629,22275,22984,23648
Virginia,Northampton County,12389,12410,12406,12209,12029,12034,12073,12003,11867,11789,11800,11673
Virginia,Northumberland County,12330,12356,12452,12421,12298,12256,12243,12174,12270,12172,12069,12069
Virginia,Nottoway County,15853,15847,15891,15758,15642,15515,15613,15502,15439,15381,15206,15160
Virginia,Orange County,33481,33566,33982,34263,34607,34912,35173,35369,35882,36620,36941,37695
Virginia,Page County,24042,24062,23956,23841,23724,23787,23667,23633,23801,24005,23937,23933
Virginia,Patrick County,18490,18474,18339,18339,18256,18185,17972,17830,17727,17659,17592,17493
Virginia,Pittsylvania County,63506,63591,63269,62900,62566,62386,62027,61744,61334,60938,60470,59850
Virginia,Powhatan County,28046,28133,28138,28186,28315,28504,28068,28463,28722,29199,29734,30148
Virginia,Prince Edward County,23368,23364,22328,23187,22733,22994,23139,23049,22698,22879,22827,23006
Virginia,Prince George County,35725,35643,36734,37155,37376,37465,38306,38026,38049,38170,38528,38686
Virginia,Prince William County,402002,406183,419149,429716,437900,444004,451242,456805,463400,466658,471774,475533
Virginia,Pulaski County,34872,34830,34741,34734,34551,34343,34357,34268,34255,34097,34009,33935
Virginia,Rappahannock County,7373,7502,7478,7414,7433,7344,7409,7384,7409,7373,7372,7260
Virginia,Richmond County,9254,9276,9204,9076,8948,8880,8779,8755,8882,8982,9066,9071
Virginia,Roanoke County,92376,92416,92841,92771,93354,93428,93439,93520,93900,94161,94423,94509
Virginia,Rockbridge County,22307,22348,22449,22384,22337,22443,22410,22467,22736,22904,22774,22757
Virginia,Rockingham County,76314,76413,76868,77149,77437,77897,78469,79401,80448,81353,82140,82346
Virginia,Russell County,28897,28873,28681,28429,28337,28082,27863,27423,27054,26820,26739,26647
Virginia,Scott County,23177,23127,23053,22956,22769,22521,22298,22070,21897,21631,21578,21629
Virginia,Shenandoah County,41993,42048,42266,42532,42514,42737,42863,42962,43319,43464,43557,43905
Virginia,Smyth County,32208,32198,32054,31911,31789,31593,31444,31143,30772,30509,30182,30090
Virginia,Southampton County,18570,18642,18638,18506,18330,18224,18139,18090,17866,17757,17797,17636
Virginia,Spotsylvania County,122397,122981,124557,125867,127449,128881,130042,131401,132889,134227,136447,138449
Virginia,Stafford County,128961,129857,132251,133449,136034,138937,141035,143641,146868,149891,153775,156748
Virginia,Surry County,7058,7045,6923,6844,6792,6783,6674,6560,6508,6435,6407,6385
Virginia,Sussex County,12087,12013,12088,11927,11765,11724,11692,11425,11369,11194,11092,10925
Virginia,Tazewell County,45078,45118,44733,44276,44031,43399,42930,42226,41362,41152,40734,40529
Virginia,Warren County,37575,37520,37654,37898,38514,40147,38742,39197,39478,40056,40235,40475
Virginia,Washington County,54876,54966,54839,55110,54800,54630,54309,54178,54202,54100,53852,53695
Virginia,Westmoreland County,17454,17493,17639,17515,17553,17440,17553,17645,17723,17818,18029,18149
Virginia,Wise County,41452,41574,41461,40928,40685,39916,39596,39059,38593,37877,37427,37206
Virginia,Wythe County,29235,29252,29204,29331,29285,29060,29106,28898,28832,28659,28618,28620
Virginia,York County,65464,65224,65796,65872,66046,66607,67900,67914,68117,68136,68579,69199
Virginia,Alexandria city,139966,140737,144269,147379,149767,151544,153859,156621,158772,158377,159050,158726
Virginia,Bristol city,17835,17769,17726,17706,17411,17225,17185,17140,16956,16835,17036,17329
Virginia,Buena Vista city,6650,6613,6715,6751,6661,6561,6541,6488,6504,6508,6481,6402
Virginia,Charlottesville city,43475,43467,43780,44610,45052,45562,46357,46976,47456,47421,47283,46950
Virginia,Chesapeake city,222209,223525,225360,228134,230415,233477,235253,237656,240416,242748,245403,247011
Virginia,Colonial Heights city,17411,17338,17288,17390,17492,17448,17457,17400,17382,17337,17089,17205
Virginia,Covington city,5961,5941,5916,5846,5832,5778,5671,5682,5660,5660,5622,5639
Virginia,Danville city,43055,42925,42657,42725,42648,42295,41984,41682,41078,40677,40036,39869
Virginia,Emporia city,5927,5920,5841,5816,5697,5606,5569,5487,5489,5396,5409,5257
Virginia,Fairfax city,22565,22616,22467,22904,23241,23324,23247,23305,23274,23256,23294,23429
Virginia,Falls Church city,12332,12422,12691,13126,13403,13459,13777,13649,14273,14441,14551,14631
Virginia,Franklin city,8582,8579,8448,8488,8545,8399,8339,8210,8132,8033,7867,7833
Virginia,Fredericksburg city,24286,24356,25759,27190,27835,28276,28075,28469,28718,29362,29254,29492
Virginia,Galax city,7042,6989,6844,6850,6927,6892,6791,6615,6477,6300,6324,6296
Virginia,Hampton city,137436,137418,136652,137222,137406,137778,136379,135525,135007,134800,135048,135464
Virginia,Harrisonburg city,48914,48999,49950,51336,51572,52589,52739,53685,53807,53715,53379,53204
Virginia,Hopewell city,22591,22640,22500,22306,22161,22117,22241,22565,22533,22506,22523,22375
Virginia,Lexington city,7042,7045,6977,7027,7155,7135,7174,7158,7139,7201,7246,7279
Virginia,Lynchburg city,75568,75553,76614,77326,78015,78242,79263,79871,80567,81096,81753,81561
Virginia,Manassas city,37821,38212,39103,40284,41079,41137,41409,41245,41171,40998,40907,40869
Virginia,Manassas Park city,14273,14451,15071,15404,15903,15926,16145,16420,17209,18038,18071,18004
Virginia,Martinsville city,13821,13786,13622,13518,13443,13343,13289,13027,12827,12576,12443,12355
Virginia,Newport News city,180719,180905,180139,180148,181388,181661,181121,180472,179738,178904,179736,179062
Virginia,Norfolk city,242803,243019,243701,246247,245598,246756,246667,246042,244908,244168,243581,242803
Virginia,Norton city,3958,4013,4087,4125,4103,4139,4013,3992,3927,3956,3983,3985
Virginia,Petersburg city,32420,32502,32093,31995,32311,32242,31895,31379,30966,30573,30593,30446
Virginia,Poquoson city,12150,12148,12043,12115,12093,12005,12018,11940,12041,12138,12228,12257
Virginia,Portsmouth city,95535,95457,95767,96516,96123,95886,96407,95287,94964,94879,94582,95094
Virginia,Radford city,16408,16432,16817,16720,17124,17395,17301,17321,17470,18013,18107,18255
Virginia,Richmond city,204214,204375,206487,210922,214020,217238,221084,225669,227620,229621,231027,232226
Virginia,Roanoke city,97032,96722,96791,98034,98884,99475,99741,99383,98989,98964,99216,99058
Virginia,Salem city,24802,24897,25030,25190,25330,25441,25378,25268,25362,25271,25209,25340
Virginia,Staunton city,23746,23738,24023,23808,24100,24287,24192,24218,24395,24583,24916,25190
Virginia,Suffolk city,84585,84859,84808,85320,85832,86976,88190,89360,90228,91135,92277,93913
Virginia,Virginia Beach city,437994,438864,442654,445189,447922,449139,450635,451510,450417,450488,450766,451231
Virginia,Waynesboro city,21006,20989,21099,21065,21164,21303,21543,21759,22196,22390,22416,22741
Virginia,Williamsburg city,14068,13706,14095,14519,14615,14586,14815,14894,14990,15009,15019,15259
Virginia,Winchester city,26203,26150,26663,27012,27328,27398,27500,27789,28148,27889,28036,27700
Washington,Washington,6724540,6743009,6827479,6898599,6966252,7057531,7167287,7299961,7427951,7526793,7614024,7693612
Washington,Adams County,18728,18791,18876,18936,19080,19154,19208,19311,19574,19640,19959,20027
Washington,Asotin County,21623,21725,21984,21935,22167,22235,22167,22362,22612,22699,22687,22820
Washington,Benton County,175177,176467,180449,182400,184362,186535,190282,193573,198229,201174,204173,206426
Washington,Chelan County,72453,72747,73213,73471,73723,74114,75030,75809,76216,76612,77053,77574
Washington,Clallam County,71404,71505,71778,71791,72091,72518,73261,74351,75741,76792,77457,78067
Washington,Clark County,425363,426733,432388,436532,441591,448505,457320,465911,475238,482467,489271,496865
Washington,Columbia County,4078,4094,4005,3977,4002,3984,3961,3983,4010,4055,4023,4048
Washington,Cowlitz County,102410,102358,102313,101669,101497,101811,103031,104760,106800,108673,110389,111371
Washington,Douglas County,38431,38513,38660,39192,39379,39757,40521,41312,41961,42518,43251,43560
Washington,Ferry County,7551,7545,7641,7668,7598,7597,7526,7534,7587,7661,7676,7759
Washington,Franklin County,78163,79076,83048,85691,86441,87640,88681,90132,91803,93950,95446,97075
Washington,Garfield County,2266,2261,2237,2209,2239,2202,2223,2255,2224,2257,2266,2290
Washington,Grant County,89120,89554,90588,91292,91698,92898,93517,94144,95262,96497,97959,99377
Washington,Grays Harbor County,72797,72849,72374,71785,71059,70796,71027,71555,72507,73787,75047,75950
Washington,Island County,78506,78700,78970,79086,78266,78777,80135,81826,83362,84391,85344,86014
Washington,Jefferson County,29872,29899,29858,29808,30021,30172,30376,30949,31264,31864,32347,32700
Washington,King County,1931249,1938431,1974499,2011708,2047967,2086174,2127372,2167863,2205001,2228488,2249653,2274315
Washington,Kitsap County,251133,251696,254351,254414,252538,253568,259467,263419,266636,269583,272299,272787
Washington,Kittitas County,40915,40992,41561,41636,41845,42619,43120,44922,46164,47341,47856,49204
Washington,Klickitat County,20318,20375,20691,20640,20873,20863,21009,21295,21757,22095,22433,22697
Washington,Lewis County,75455,75503,75674,75452,74994,74877,75474,76709,78269,79466,80599,82109
Washington,Lincoln County,10570,10572,10527,10430,10295,10224,10287,10339,10586,10708,10938,11090
Washington,Mason County,60699,60733,60882,60689,60480,60613,60999,62166,63769,65533,66939,68224
Washington,Okanogan County,41120,41224,41325,41176,41044,41225,41345,41516,41802,42058,42403,42620
Washington,Pacific County,20920,20879,20888,20591,20460,20583,20890,21298,21756,22052,22517,22984
Washington,Pend Oreille County,13001,12950,12956,13007,12890,12926,13095,13128,13360,13583,13726,14144
Washington,Pierce County,795225,795402,807728,815772,821307,833106,844317,864004,880745,894951,905719,913890
Washington,San Juan County,15769,15783,15807,15806,15867,15970,16155,16256,16674,16991,17352,17492
Washington,Skagit County,116901,116939,117578,117716,118270,119990,121589,123661,125852,127728,129181,130789
Washington,Skamania County,11066,11115,11156,11205,11316,11387,11386,11590,11815,11920,12096,12107
Washington,Snohomish County,713335,715522,722149,732239,744322,757485,770022,787886,803061,814107,822413,830393
Washington,Spokane County,471221,472102,473516,475605,478553,483148,488970,497163,505708,513502,522231,528225
Washington,Stevens County,43531,43472,43457,43494,43287,43498,43576,44187,44679,45305,45815,46360
Washington,Thurston County,252264,253011,256439,258613,261976,265071,268175,273827,280255,285672,289661,294074
Washington,Wahkiakum County,3978,3983,3992,3996,4002,4008,3989,4123,4207,4343,4420,4498
Washington,Walla Walla County,58781,58915,59452,59342,59387,59548,59970,60112,60683,60778,61062,61292
Washington,Whatcom County,201140,201549,203503,204902,206139,208240,211942,216486,221417,225098,228675,231016
Washington,Whitman County,44776,44795,45067,46660,46831,46965,48224,48912,49514,49821,50136,49500
Washington,Yakima County,243231,244249,245899,246064,246395,246748,247648,249332,249851,250633,251552,251879
