STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020
Ohio,Ashland County,53139,53317,53255,53245,53163,53169,53317,53487,53673,53727,53418,53362
Ohio,Ashtabula County,101497,101411,101100,100274,99779,99064,98443,98172,97773,97536,97088,96513
Ohio,Athens County,64757,65175,65092,64633,64628,64833,65949,66402,66587,65673,65582,65481
Ohio,Auglaize County,45949,45914,45758,45787,45820,45756,45754,45772,45756,45728,45610,45680
Ohio,Belmont County,70400,70337,70132,69728,69593,69403,69018,68642,68074,67492,66979,65932
Ohio,Brown County,44846,44868,44632,44289,44125,43950,43717,43660,43558,43623,43473,43414
Ohio,Butler County,368130,369111,370164,370628,371497,373877,376173,378527,380751,382114,383603,385648
Ohio,Carroll County,28836,28859,28832,28551,28272,28144,27729,27630,27329,27134,26984,26897
Ohio,Champaign County,40097,40078,39828,39579,39468,39089,38976,38760,38857,38799,38930,38960
Ohio,Clark County,138333,138272,137823,137198,136682,136364,135810,134805,134636,134697,134315,133593
Ohio,Clermont County,197363,197613,198886,199526,200504,201516,202077,203332,204456,205803,206851,207449
Ohio,Clinton County,42040,41922,41919,41829,41879,41824,41864,41923,42035,42119,42002,41921
Ohio,Columbiana County,107841,107889,107437,106652,106007,105681,104788,103926,103198,102534,101794,101118
Ohio,Coshocton County,36901,36938,36930,36821,36721,36530,36579,36651,36535,36607,36549,36449
Ohio,Crawford County,43784,43754,43310,42774,42715,42406,42327,42096,41733,41454,41396,41338
Ohio,Cuyahoga County,1280122,1278103,1270424,1266271,1265698,1263498,1259109,1254324,1247808,1241788,1235574,1227883
Ohio,Darke County,52959,52964,52657,52524,52321,52203,52002,51653,51575,51323,51181,51205
Ohio,Defiance County,39037,39083,39015,38845,38587,38547,38349,38162,38158,38046,37978,37778
Ohio,Delaware County,174214,175114,178584,181234,185545,189649,193624,197442,201157,205347,209768,213554
Ohio,Erie County,77079,76977,76691,76440,76071,75833,75388,75004,74778,74413,74179,73719
Ohio,Fairfield County,146156,146408,147180,147314,148820,150400,151310,152829,154718,156062,157703,159709
Ohio,Fayette County,29030,29016,28870,28770,28690,28652,28617,28695,28669,28614,28486,28579
Ohio,Franklin County,1163414,1166218,1180917,1199257,1219186,1238758,1257891,1275212,1296374,1308599,1318766,1324624
Ohio,Fulton County,42698,42630,42363,42330,42199,42401,42299,42337,42274,42256,42175,41889
Ohio,Gallia County,30934,31066,31023,30881,30684,30467,30258,30213,30156,29956,29850,29802
Ohio,Geauga County,93389,93381,93287,93770,93847,93981,93899,93858,93891,93770,93494,93271
Ohio,Greene County,161573,161599,163600,164403,164004,164796,164421,165494,166720,167643,169354,170122
Ohio,Guernsey County,40087,40152,39915,39886,39716,39699,39402,39237,39077,39011,38876,38779
Ohio,Hamilton County,802374,802295,800746,802564,805408,807922,809902,811766,814693,815853,818653,817985
Ohio,Hancock County,74782,74698,74926,75478,75612,75324,75726,75829,75984,75913,75690,75407
Ohio,Hardin County,32058,32126,31805,31630,31743,31780,31615,31374,31338,31417,31369,31469
Ohio,Harrison County,15864,15816,15784,15679,15598,15517,15396,15237,15203,15151,15053,15014
Ohio,Henry County,28215,28170,27999,27826,27831,27605,27490,27268,27189,27039,26942,26904
Ohio,Highland County,43589,43619,43376,42966,43200,43102,42973,43011,42931,43032,43123,43304
Ohio,Hocking County,29380,29483,29471,29310,28660,28749,28502,28403,28440,28353,28240,28095
Ohio,Holmes County,42366,42471,42795,43130,43607,43791,43885,43866,43908,43973,44021,44004
Ohio,Huron County,59626,59566,59428,59220,58840,58626,58325,58386,58403,58316,58269,57979
Ohio,Jackson County,33225,33249,33126,32869,32807,32772,32575,32565,32398,32370,32372,32493
Ohio,Jefferson County,69709,69669,69046,68557,68200,67916,67546,66993,66398,65889,65494,64939
Ohio,Knox County,60921,61087,61290,60781,60882,61035,61045,60953,61345,61921,62239,62423
Ohio,Lake County,230041,230010,229991,229572,230085,229865,229843,229499,230114,229856,229739,229569
Ohio,Lawrence County,62450,62428,62432,62177,61908,61599,60990,60817,60176,59864,59556,59091
Ohio,Licking County,166492,166725,167195,167636,168532,169506,170721,172166,173790,175816,177174,178100
Ohio,Logan County,45858,45743,45625,45412,45399,45477,45255,45145,45217,45291,45594,45326
Ohio,Lorain County,301356,301479,301899,301757,303159,304551,305533,306676,307498,309222,310100,312172
Ohio,Lucas County,441815,441447,439409,436846,436269,434736,433826,433113,431312,429990,428888,428294
Ohio,Madison County,43435,43434,43120,42996,43263,43988,44149,43400,44077,44393,44812,44559
Ohio,Mahoning County,238823,238315,237304,235689,234431,233472,231988,230263,229438,228975,227510,226075
Ohio,Marion County,66501,66459,66614,66301,65996,65822,65470,65481,65113,65426,65057,64820
Ohio,Medina County,172332,172503,173514,173648,174672,175898,176185,177001,178339,179205,180121,180912
Ohio,Meigs County,23770,23732,23650,23575,23448,23285,23192,23189,23083,23050,22868,22678
Ohio,Mercer County,40814,40791,40720,40710,40623,40739,40735,40768,40889,40986,41255,41274
Ohio,Miami County,102506,102487,102742,102947,103228,103876,104100,104553,105215,106091,106995,107516
Ohio,Monroe County,14642,14609,14618,14509,14514,14368,14267,14095,13946,13798,13708,13586
Ohio,Montgomery County,535153,535620,534638,534464,534448,532708,532059,532274,531964,531954,532139,531610
Ohio,Morgan County,15054,15033,15036,14929,14893,14731,14736,14746,14645,14585,14505,14305
Ohio,Morrow County,34827,34790,34813,34839,34851,34941,34954,34928,34928,35133,35342,35411
Ohio,Muskingum County,86074,86213,86252,85803,85660,85918,86213,85958,86099,86048,86042,86020
Ohio,Noble County,14645,14660,14754,14676,14678,14532,14468,14459,14406,14368,14451,14364
Ohio,Ottawa County,41428,41359,41323,41246,41041,40906,40761,40531,40652,40819,40532,40253
Ohio,Paulding County,19614,19558,19369,19245,19138,18970,18953,18827,18816,18747,18672,18648
Ohio,Perry County,36058,36037,36229,35983,36000,35926,35970,36015,35975,36046,36127,36215
Ohio,Pickaway County,55698,55737,55946,56235,56352,56703,56991,57513,57769,58099,58521,58658
Ohio,Pike County,28709,28606,28471,28365,28266,28176,28115,28101,28084,27908,27784,27695
Ohio,Portage County,161419,161397,161894,161418,161746,162520,162667,162564,162441,162367,162426,162583
Ohio,Preble County,42270,42172,41989,41821,41685,41509,41313,41148,41119,41023,40848,40836
Ohio,Putnam County,34499,34476,34386,34207,34122,34194,34020,34004,33870,33809,33843,33654
Ohio,Richland County,124475,124156,123151,122645,122339,122030,121720,121324,120500,121117,121384,120891
Ohio,Ross County,78064,78102,77594,77359,77299,77116,77067,76888,77299,76859,76613,76420
Ohio,Sandusky County,60944,60886,60609,60467,60052,59830,59476,59311,59097,58726,58520,58351
Ohio,Scioto County,79499,79672,79425,78808,78333,77509,77024,76451,76018,75338,75051,74347
Ohio,Seneca County,56745,56619,56526,56117,55860,55819,55672,55517,55322,55256,55220,54938
Ohio,Shelby County,49423,49347,49256,49158,49202,49001,49036,48760,48731,48632,48592,48337
Ohio,Stark County,375586,375348,374512,374914,375152,375608,374798,373553,372120,371410,370723,369772
Ohio,Summit County,541781,541659,541368,540806,542032,542572,541940,541226,541695,541451,540814,538866
Ohio,Trumbull County,210312,209838,208866,207245,206405,205071,203442,201854,200424,198574,198069,196800
Ohio,Tuscarawas County,92582,92545,92491,92426,92625,92682,92782,92602,92377,92075,91993,91776
Ohio,Union County,52300,52462,53101,52798,53440,53782,54394,55601,56842,57836,59054,60021
Ohio,Van Wert County,28744,28679,28628,28642,28357,28343,28330,28210,28290,28176,28231,28159
Ohio,Vinton County,13435,13405,13380,13223,13305,13210,13083,13015,13080,13132,13028,12972
Ohio,Warren County,212693,213445,215377,217293,219298,221429,224018,226858,229292,232539,235601,238412
Ohio,Washington County,61778,61714,61617,61472,61401,61204,61075,60673,60557,60183,60018,59652
Ohio,Wayne County,114520,114409,114670,115058,115438,115957,116262,116657,116227,115911,115824,115694
Ohio,Williams County,37642,37510,37587,37531,37446,37222,37036,36964,36754,36753,36765,36565
Ohio,Wood County,125488,125956,127150,128471,129073,129410,129375,129888,130593,130627,131089,131113
Ohio,Wyandot County,22615,22587,22643,22544,22463,22287,22181,22070,22057,21901,21796,21711
Pennsylvania,Pennsylvania,12702379,12711406,12747052,12769123,12779538,12792392,12789838,12788468,12794679,12809107,12798883,12783254
Pennsylvania,Adams County,101407,101472,101476,101265,101156,101376,101847,101952,102629,103035,102776,102742
Pennsylvania,Allegheny County,1223348,1223973,1228437,1231129,1233999,1233417,1229342,1226893,1220423,1217508,1215716,1211358
Pennsylvania,Armstrong County,68941,69029,68661,68223,68015,67631,66913,66464,66042,65411,64699,64162
Pennsylvania,Beaver County,170539,170630,170330,170091,169770,169033,168311,166926,165779,164669,163956,162575
Pennsylvania,Bedford County,49762,49697,49626,49592,49317,49131,48748,48592,48359,48090,47913,47817
Pennsylvania,Berks County,411442,412041,413027,413552,413975,414632,415218,415911,417601,420407,420375,421017
Pennsylvania,Blair County,127089,127049,126990,126569,125869,125309,124637,123779,123173,122567,121942,121007
Pennsylvania,Bradford County,62622,62731,63111,63005,62519,61957,61656,61103,60996,60858,60429,60221
Pennsylvania,Bucks County,625249,625572,626164,625603,625325,625618,625670,626369,627302,628183,628497,627987
Pennsylvania,Butler County,183862,184085,184766,185016,185185,185874,186046,186427,187083,188031,188313,189135
Pennsylvania,Cambria County,143679,143458,142590,141563,138858,137587,136083,134517,133035,131478,130107,128672
Pennsylvania,Cameron County,5085,5080,5012,4974,4927,4829,4773,4702,4611,4494,4425,4330
Pennsylvania,Carbon County,65249,65247,65084,64799,64545,64264,63766,63561,63885,64169,64125,64081
Pennsylvania,Centre County,153990,154242,155107,155905,158342,159798,160641,162287,162549,162895,162095,161496
Pennsylvania,Chester County,498886,499935,503488,506049,509101,512776,515098,516768,519057,522256,525059,526759
Pennsylvania,Clarion County,39988,39926,39904,39472,39087,38923,38889,38607,39020,38735,38498,38305
Pennsylvania,Clearfield County,81642,81543,81438,81407,81444,81018,80735,80190,79803,79542,79183,78612
Pennsylvania,Clinton County,39238,39262,39511,39739,39835,39490,39402,39009,38830,38647,38302,37957
Pennsylvania,Columbia County,67295,67355,67085,67045,67203,67135,66704,66171,65638,65278,65020,64842
Pennsylvania,Crawford County,88765,88614,88176,87745,87532,87180,86540,86353,85790,85111,84421,83697
Pennsylvania,Cumberland County,235406,235903,237151,239315,241153,243400,245891,247633,249328,251486,253133,255857
Pennsylvania,Dauphin County,268100,268289,269278,270058,271500,272312,273195,274305,275796,276951,278427,279874
Pennsylvania,Delaware County,558979,559009,559338,560865,561635,562868,563434,563860,564015,565506,566506,566753
Pennsylvania,Elk County,31946,31862,31798,31619,31462,31187,30898,30516,30274,30096,29894,29607
Pennsylvania,Erie County,280566,280809,281244,281416,280905,279660,278452,276639,273855,271780,269529,268426
Pennsylvania,Fayette County,136606,136431,136008,135283,134610,134009,133272,132371,131340,130452,129422,128126
Pennsylvania,Forest County,7716,7704,7672,7587,7532,7459,7386,7334,7328,7294,7030,6965
Pennsylvania,Franklin County,149618,149925,150949,151518,152005,152685,153131,153938,154731,154943,155522,155637
Pennsylvania,Fulton County,14845,14861,14738,14701,14622,14536,14510,14502,14469,14486,14502,14501
Pennsylvania,Greene County,38686,38616,38377,38048,37880,37781,37431,37222,36875,36639,36062,35621
Pennsylvania,Huntingdon County,45913,45999,46013,45948,45847,45749,45514,45411,45447,45385,44894,44590
Pennsylvania,Indiana County,88880,88864,88639,88243,88178,87459,86800,85243,84809,84578,84022,83664
Pennsylvania,Jefferson County,45200,45163,44917,44805,44879,44575,44350,44041,43829,43573,43299,43108
Pennsylvania,Juniata County,24636,24625,24711,24609,24478,24484,24442,24554,24628,24722,24760,24619
Pennsylvania,Lackawanna County,214437,214523,214400,214232,213797,212922,211974,211108,210603,210301,209808,208989
Pennsylvania,Lancaster County,519445,520325,523996,526949,530109,533414,535960,538303,541352,543960,545441,546192
Pennsylvania,Lawrence County,91108,91016,90526,89895,89274,88668,88154,87379,86608,86164,85504,85083
Pennsylvania,Lebanon County,133568,133667,134530,135531,135803,136538,137492,138481,139473,141116,141318,141663
Pennsylvania,Lehigh County,349497,350008,353317,354673,355273,357591,359689,362357,365772,368452,369308,370802
Pennsylvania,Luzerne County,320918,321017,321073,321232,319737,319269,318203,317192,318031,318093,317438,316982
Pennsylvania,Lycoming County,116111,116215,116747,117237,116626,116331,115644,114958,114146,114175,113581,113209
Pennsylvania,McKean County,43450,43347,43143,43151,42819,42663,42424,41701,41427,41012,40631,40333
Pennsylvania,Mercer County,116638,116607,116169,115660,115162,114724,113684,112651,111526,110575,109296,108545
Pennsylvania,Mifflin County,46682,46638,46745,46755,46636,46498,46435,46289,46270,46181,46090,46064
Pennsylvania,Monroe County,169842,169852,169921,168675,167435,167387,166602,166324,168033,169524,170083,170154
Pennsylvania,Montgomery County,799874,800881,805333,808782,812750,815966,817432,820106,824533,826995,830397,833869
Pennsylvania,Montour County,18267,18298,18363,18429,18398,18418,18297,18241,18255,18172,18181,18042
Pennsylvania,Northampton County,297735,297941,298305,299099,299066,299748,300264,301629,303178,304949,305515,305892
Pennsylvania,Northumberland County,94528,94287,94392,94413,93884,93604,92895,92336,91766,91124,90684,90258
Pennsylvania,Perry County,45969,45920,45924,45807,45650,45661,45849,45937,46043,46147,46326,46212
Pennsylvania,Philadelphia County,1526006,1528303,1540615,1552087,1558713,1565949,1571679,1576604,1581699,1586422,1584439,1578487
Pennsylvania,Pike County,57369,57382,57104,56334,56126,55717,55410,55040,55492,55868,55826,56072
Pennsylvania,Potter County,17457,17451,17448,17556,17446,17183,17078,16953,16839,16626,16545,16453
Pennsylvania,Schuylkill County,148289,148280,147536,147131,146674,145405,144136,143492,142550,141758,141166,140709
Pennsylvania,Snyder County,39702,39709,39785,39886,40133,40246,40530,40457,40621,40474,40393,40317
Pennsylvania,Somerset County,77742,77763,77287,77028,76607,76167,75404,74890,74273,73951,73442,72916
Pennsylvania,Sullivan County,6428,6410,6417,6405,6303,6280,6266,6123,6136,6057,5959,5913
Pennsylvania,Susquehanna County,43356,43333,43222,42923,42399,42089,41778,41268,40939,40565,40241,40006
Pennsylvania,Tioga County,41981,42002,42278,42486,42252,41940,41562,41295,40729,40725,40665,40381
Pennsylvania,Union County,44947,45005,45130,45195,44773,45017,45573,45527,44744,45090,44498,44294
Pennsylvania,Venango County,54984,54972,54679,54185,53814,53351,52962,52487,51800,51283,50875,50328
Pennsylvania,Warren County,41815,41770,41512,41268,40963,40667,40346,40039,39682,39528,39171,38911
Pennsylvania,Washington County,207820,207944,208089,208350,208117,208050,207824,207469,207152,207114,206866,206803
Pennsylvania,Wayne County,52822,52840,52732,52244,52204,52064,51828,51350,51193,51364,51271,51163
Pennsylvania,Westmoreland County,365169,365029,364450,362825,360720,358931,357006,354763,352152,350600,348941,347087
Pennsylvania,Wyoming County,28276,28250,28319,28391,28144,28176,27822,27557,27409,27070,26790,26557
Pennsylvania,York County,434972,435420,436749,437551,439041,440616,441911,444012,445924,448417,449341,450448
Texas,Texas,25145561,25241897,25645504,26084120,26479646,26963092,27468531,27914064,28291024,28624564,28986794,29360759
Texas,Anderson County,58458,58498,58404,58074,57982,57846,57665,57595,58232,58138,57816,57805
Texas,Andrews County,14786,14849,15387,16102,16774,17424,18058,17775,17599,18063,18821,18879
Texas,Angelina County,86771,86905,87299,87511,87317,87575,87837,87661,87523,86854,86761,86796
Texas,Aransas County,23158,23189,23222,23466,23893,24573,24812,25216,25421,23283,23364,23814
Texas,Archer County,9054,9118,8840,8815,8799,8842,8762,8780,8788,8778,8692,8730
Texas,Armstrong County,1901,1902,1936,1953,1940,1914,1901,1838,1866,1859,1853,1869
Texas,Atascosa County,44911,44964,45506,46444,47029,47730,48382,48689,49094,50325,51140,51724
Texas,Austin County,28417,28372,28612,28572,28690,28975,29477,29650,29729,30000,30107,29972
Texas,Bailey County,7165,7154,7175,7139,7123,6962,7219,7138,6987,6901,6859,6697
Texas,Bandera County,20485,20546,20526,20579,20543,20800,21127,21678,22312,22816,23181,23861
Texas,Bastrop County,74171,74381,75058,74745,75809,77726,80109,82642,84624,86590,88737,91601
Texas,Baylor County,3726,3708,3696,3593,3581,3569,3610,3636,3554,3565,3525,3518
Texas,Bee County,31861,31862,32316,32486,32811,32847,32620,32823,32598,32494,32618,32513
Texas,Bell County,310235,312886,315915,325138,327254,330436,336434,341477,347683,355722,363693,369927
Texas,Bexar County,1714773,1722841,1755360,1788768,1821354,1857977,1894811,1927409,1956394,1981061,2002445,2026823
Texas,Blanco County,10497,10501,10569,10619,10639,10807,11030,11291,11473,11661,11971,12269
Texas,Borden County,641,646,632,613,646,665,655,658,669,650,656,706
Texas,Bosque County,18212,18269,18260,18127,17864,17715,17860,18035,18309,18598,18594,18603
Texas,Bowie County,92565,92645,92832,93068,93425,93337,93146,93575,93625,93922,93505,93481
Texas,Brazoria County,313166,314499,319214,324295,329961,337632,345295,353361,362261,369470,374699,380518
Texas,Brazos County,194851,195671,197481,200304,204164,209039,216339,219881,223985,226011,229418,232555
Texas,Brewster County,9232,9258,9350,9262,9288,9148,9140,9213,9324,9236,9144,9237
Texas,Briscoe County,1637,1633,1658,1576,1563,1553,1515,1481,1515,1511,1542,1487
Texas,Brooks County,7223,7213,7223,7203,7266,7237,7203,7220,7138,7084,7093,6964
Texas,Brown County,38106,38076,37995,37804,37663,37544,37729,38056,37816,37750,37770,37633
Texas,Burleson County,17187,17238,17330,17437,17272,17388,17612,17862,18055,18329,18425,18514
Texas,Burnet County,42750,42760,43221,43383,43580,43957,44738,45836,46592,47377,48280,49653
Texas,Caldwell County,38066,38087,38432,38648,39167,39670,40386,41095,42302,43129,43579,43979
Texas,Calhoun County,21381,21312,21353,21564,21719,21799,21873,21939,21716,21455,21237,21001
Texas,Callahan County,13544,13511,13513,13488,13502,13508,13595,13789,13967,13986,13941,14110
Texas,Cameron County,406220,407608,413116,415729,417129,418698,419062,420894,421506,421446,422649,424180
Texas,Camp County,12401,12396,12421,12487,12462,12654,12691,12751,12829,12974,13078,13060
Texas,Carson County,6182,6164,6240,6090,5988,6035,6014,6093,6003,5966,5867,5854
Texas,Cass County,30464,30457,30279,30032,30235,30119,30137,30048,29958,30125,30002,29879
Texas,Castro County,8062,8125,8089,8254,8108,7912,7774,7730,7668,7529,7484,7396
Texas,Chambers County,35096,35452,35693,36497,37359,38287,39025,40160,41249,42128,43726,45590
Texas,Cherokee County,50845,50932,51082,51271,51089,51187,51567,51870,52099,52299,52561,52875
Texas,Childress County,7041,7069,7028,7102,7061,7201,7177,7204,7260,7265,7222,7143
Texas,Clay County,10752,10737,10668,10525,10458,10380,10363,10268,10496,10439,10465,10550
Texas,Cochran County,3127,3147,3083,3029,3013,2948,2979,2913,2847,2816,2825,2897
Texas,Coke County,3320,3318,3264,3198,3175,3211,3220,3255,3278,3317,3316,3323
Texas,Coleman County,8895,8873,8748,8673,8533,8422,8317,8415,8402,8364,8125,8100
Texas,Collin County,782341,787102,812083,834839,856063,884410,915014,944313,972724,1006012,1035072,1072069
Texas,Collingsworth County,3057,3054,3085,3023,3098,3014,3007,3009,2958,2928,2921,2877
Texas,Colorado County,20874,20868,20803,20724,20717,20695,20946,21091,21301,21317,21467,21610
Texas,Comal County,108472,109311,112128,114897,118663,123268,128870,134408,140721,148230,156435,164812
Texas,Comanche County,13974,13954,13870,13723,13552,13470,13392,13554,13531,13519,13629,13750
Texas,Concho County,4087,4101,4121,4082,4118,4080,4065,4134,2701,2679,2749,2827
Texas,Cooke County,38437,38482,38452,38729,38465,38772,39179,39334,39903,40434,41074,41393
Texas,Coryell County,75388,75654,76656,78515,76827,76245,76242,74924,74886,74791,76543,76737
Texas,Cottle County,1505,1512,1507,1485,1442,1427,1437,1398,1373,1375,1385,1363
Texas,Crane County,4375,4382,4357,4522,4716,4894,4991,4776,4675,4718,4759,4765
Texas,Crockett County,3719,3701,3655,3707,3765,3791,3736,3652,3528,3448,3468,3513
Texas,Crosby County,6059,6025,6041,6033,5923,5826,5918,5905,5850,5743,5701,5567
Texas,Culberson County,2398,2404,2393,2317,2305,2282,2252,2216,2227,2176,2146,2149
Texas,Dallam County,6703,6745,6887,7058,7111,7214,7301,7321,7248,7262,7255,7273
Texas,Dallas County,2368139,2373711,2409257,2456296,2484675,2519407,2557615,2591488,2620425,2629764,2635603,2635888
Texas,Dawson County,13833,13826,13750,13614,13224,13451,13000,13000,12734,12551,12985,12974
Texas,Deaf Smith County,19372,19465,19519,19369,19174,19116,18819,18823,18742,18686,18559,18277
Texas,Delta County,5231,5242,5145,5240,5117,5137,5154,5131,5268,5311,5327,5349
Texas,Denton County,662614,665833,684842,707027,727776,752355,778799,807566,834649,858148,888765,919324
Texas,DeWitt County,20097,20055,20207,20360,20381,20519,20632,20598,20164,20042,20105,20174
Texas,Dickens County,2444,2447,2402,2324,2299,2214,2203,2191,2192,2200,2185,2140
Texas,Dimmit County,9996,10043,10109,10472,10898,10993,10914,10676,10281,10176,10104,9925
Texas,Donley County,3677,3734,3686,3645,3561,3483,3390,3387,3334,3292,3263,3308
Texas,Duval County,11782,11705,11778,11564,11563,11487,11313,11411,11239,11124,11139,11058
Texas,Eastland County,18583,18595,18583,18461,18279,18259,18151,18233,18278,18278,18267,18388
Texas,Ector County,137130,137060,139631,144472,149629,154553,159859,157748,156823,161859,166204,167701
Texas,Edwards County,2002,1999,1979,1990,1899,1904,1911,1915,1931,1903,1915,1923
Texas,Ellis County,149610,150408,152419,153779,155972,159239,163331,168367,173434,179094,184765,191760
Texas,El Paso County,800647,803548,819796,832118,830585,833370,831382,834112,836087,835590,837501,841286
Texas,Erath County,37890,37913,38925,39408,39893,40525,41200,41375,41744,42251,42536,43224
Texas,Falls County,17866,17895,17853,17572,17244,17211,17215,17279,17342,17225,17282,17275
Texas,Fannin County,33915,33922,33884,33601,33509,33606,33501,33937,34570,35258,35554,35913
Texas,Fayette County,24554,24545,24734,24645,24705,24761,24923,24999,25110,25272,25308,25547
Texas,Fisher County,3974,3959,3947,3837,3857,3873,3876,3874,3869,3798,3810,3784
Texas,Floyd County,6446,6404,6371,6352,6248,5950,5845,5849,5832,5801,5754,5672
Texas,Foard County,1336,1344,1359,1309,1285,1273,1223,1196,1197,1183,1156,1135
Texas,Fort Bend County,585375,590177,605979,624737,651770,683977,715260,744489,768258,789269,812737,839706
Texas,Franklin County,10605,10605,10561,10633,10612,10561,10600,10686,10801,10776,10749,10821
Texas,Freestone County,19816,19802,19602,19484,19599,19678,19745,19658,19651,19786,19753,19874
Texas,Frio County,17217,17255,17491,17924,18397,18930,19348,19547,19818,20121,20199,20379
Texas,Gaines County,17526,17588,17907,18305,18798,19319,20204,20477,20575,20799,21540,21996
Texas,Galveston County,291309,292492,295632,301099,306652,313451,321074,329038,334691,337639,341541,345089
Texas,Garza County,6461,6466,6556,6413,6364,6409,6384,6197,6480,6227,6238,6222
Texas,Gillespie County,24837,24875,25041,25177,25364,25476,25913,26225,26520,26706,26927,26960
Texas,Glasscock County,1226,1232,1238,1280,1271,1326,1379,1365,1366,1397,1430,1439
Texas,Goliad County,7210,7219,7208,7329,7454,7509,7517,7516,7559,7583,7607,7626
Texas,Gonzales County,19807,19797,19753,19923,20135,20331,20492,20784,20743,20768,20899,20948
Texas,Gray County,22535,22474,22663,22922,22994,23425,23262,22713,22089,22006,21849,21658
Texas,Grayson County,120877,121029,121429,121866,122385,123628,125672,128309,131085,133780,136143,138318
Texas,Gregg County,121730,122044,122719,123154,123313,123225,123887,123493,122985,123362,124098,124229
Texas,Grimes County,26604,26624,26663,26686,26796,26998,27302,27479,27924,28280,28940,29614
Texas,Guadalupe County,131533,132581,135816,139657,142895,146832,150608,154510,159666,163397,166970,170608
Texas,Hale County,36273,36271,36383,36248,35660,34435,34010,34062,33901,33501,33098,32754
Texas,Hall County,3353,3359,3312,3269,3163,3072,3093,3112,3043,3038,2992,2939
Texas,Hamilton County,8517,8468,8393,8251,8244,8164,8084,8245,8413,8492,8465,8557
Texas,Hansford County,5613,5599,5580,5532,5543,5560,5652,5572,5470,5456,5380,5279
Texas,Hardeman County,4139,4159,4160,4098,4067,3992,3922,3981,3956,3914,3927,4011
Texas,Hardin County,54635,54785,55074,55129,55311,55516,55767,56310,57194,57175,57796,58305
Texas,Harris County,4092459,4107542,4179279,4262549,4352419,4454951,4556559,4622836,4655798,4676913,4709243,4738253
Texas,Harrison County,65631,65770,66350,66273,66287,66605,66710,66657,66516,66693,66484,66386
Texas,Hartley County,6062,6067,6035,6092,6011,6059,5705,5733,5701,5556,5507,5443
Texas,Haskell County,5899,5878,5956,5883,5899,5811,5819,5749,5696,5689,5665,5754
Texas,Hays County,157107,158086,163161,168406,175933,184764,194588,204581,214863,222928,230400,241365
Texas,Hemphill County,3807,3800,3961,4098,4158,4171,4283,4104,3944,3850,3831,3777
Texas,Henderson County,78532,78652,78829,78989,78679,79331,79509,80099,80976,82155,82822,83792
Texas,Hidalgo County,774769,779091,795305,807930,818047,829065,838741,847759,854739,860765,867221,875200
Texas,Hill County,35089,35153,35210,35165,34859,34778,34841,35101,35722,36178,36536,37006
Texas,Hockley County,22935,22827,22907,23053,23387,23446,23291,23051,22974,22929,23055,22921
Texas,Hood County,51182,51268,51564,52132,52872,53827,55246,56595,57994,60249,61762,63527
Texas,Hopkins County,35161,35211,35261,35309,35297,35686,35970,36163,36456,36690,37063,37170
Texas,Houston County,23732,23683,23433,23212,22806,22807,22743,22892,23073,23033,22877,22835
Texas,Howard County,35012,34983,34967,35485,36170,36513,37114,36202,35778,35813,36732,36540
Texas,Hudspeth County,3476,3472,3409,3353,3333,3300,3534,4259,4615,4782,4875,4906
Texas,Hunt County,86129,86367,86688,86992,87447,88664,89708,91920,94058,96667,98559,99807
Texas,Hutchinson County,22150,22211,22023,22024,21924,21917,21798,21540,21339,21068,20899,20677
Texas,Irion County,1599,1615,1601,1582,1621,1586,1555,1575,1523,1541,1565,1564
Texas,Jack County,9044,9004,9031,8992,8950,8881,8886,8785,8829,8826,8945,9056
Texas,Jackson County,14075,14091,14050,14271,14609,14723,14807,14871,14798,14826,14760,14854
Texas,Jasper County,35710,35775,36201,35855,35615,35425,35268,35443,35580,35802,35610,35375
Texas,Jeff Davis County,2342,2344,2282,2296,2231,2216,2197,2229,2257,2243,2275,2220
Texas,Jefferson County,252273,252457,253500,251617,253091,252896,255115,255696,255889,252655,251315,250127
Texas,Jim Hogg County,5300,5289,5287,5275,5262,5328,5295,5245,5186,5160,5161,5184
Texas,Jim Wells County,40838,40914,41245,41673,41706,41525,41540,41206,40952,40799,40573,40452
Texas,Johnson County,150934,151251,152084,153406,154531,156735,159346,162816,167114,171294,175997,179575
Texas,Jones County,20202,20237,20271,19873,20041,19851,19965,19968,19829,19833,19867,19875
Texas,Karnes County,14824,14886,14955,14857,14729,14907,15407,15513,15590,15715,15356,15562
Texas,Kaufman County,103350,103880,105212,106569,108269,110895,114083,118040,122753,128512,136459,143198
Texas,Kendall County,33410,33594,34424,35563,37151,38379,39959,41916,43985,45614,47418,48523
Texas,Kenedy County,416,417,438,447,438,437,441,427,408,419,385,379
Texas,Kent County,808,812,813,825,782,747,746,748,758,724,758,786
Texas,Kerr County,49625,49640,49635,49712,49781,50333,50869,51442,51883,52359,52422,52869
Texas,Kimble County,4607,4600,4592,4522,4457,4460,4387,4405,4380,4332,4362,4396
Texas,King County,286,288,258,269,272,262,280,289,287,275,267,283
Texas,Kinney County,3598,3591,3613,3646,3640,3563,3599,3634,3709,3690,3668,3670
Texas,Kleberg County,32061,32037,32034,32093,32012,31884,31406,31309,30756,30718,30502,30338
